MasterTable_ID,Alias,Latitude,Longitude,COncRT,ConcHr,Flow,W/S,W/D,AT,RHx,RHi,BV,FT,Alarm,Oceaneering Unit Voltage,Type,TimeStamp,PDate,Date/Time/GMT
76221094,USFS 1079,,,0.028,0.028,16.7,2.5,137,22.2,66,33,14,24.6,0,,PM 2.5,3/6/22 0:05,3/6/22 0:05,3/6/22 0:05
76221744,USFS 1079,,,0.011,0.005,16.6,2.1,135,20.5,75,40,14.1,22,0,,PM 2.5,3/6/22 1:05,3/6/22 1:06,3/6/22 1:06
76222211,USFS 1079,,,0.003,0.003,16.7,1.7,127,19.3,82,44,14,20.7,0,,PM 2.5,3/6/22 2:05,3/6/22 2:06,3/6/22 2:06
76222660,USFS 1079,,,0.005,0.005,16.7,1.6,125,18.3,88,45,13.9,21.2,0,,PM 2.5,3/6/22 3:05,3/6/22 3:05,3/6/22 3:05
76223081,USFS 1079,,,0.009,0.01,16.7,1.4,129,17.6,92,45,13.9,21.4,0,,PM 2.5,3/6/22 4:05,3/6/22 4:05,3/6/22 4:05
76223524,USFS 1079,,,0.01,0.013,16.7,0.9,125,16.8,95,45,13.9,20.9,0,,PM 2.5,3/6/22 5:05,3/6/22 5:05,3/6/22 5:05
76223943,USFS 1079,,,0.01,0.004,16.7,1,137,16.2,96,45,13.9,20.6,0,,PM 2.5,3/6/22 6:05,3/6/22 6:05,3/6/22 6:05
76224407,USFS 1079,,,0.015,0.02,16.7,0.4,167,15.7,97,45,14,19.6,0,,PM 2.5,3/6/22 7:05,3/6/22 7:06,3/6/22 7:06
76224841,USFS 1079,,,0.057,0.054,16.7,0.6,154,15.2,97,45,13.9,19.3,0,,PM 2.5,3/6/22 8:05,3/6/22 8:05,3/6/22 8:05
76225290,USFS 1079,,,0.017,0.028,16.7,0.6,185,15.3,98,45,13.9,19.3,0,,PM 2.5,3/6/22 9:05,3/6/22 9:05,3/6/22 9:05
76225715,USFS 1079,,,0.041,0.028,16.7,0.5,155,14.9,98,45,13.9,18.8,0,,PM 2.5,3/6/22 10:05,3/6/22 10:05,3/6/22 10:05
76226155,USFS 1079,,,0.051,0.057,16.7,0.3,174,14.2,98,45,13.9,18,0,,PM 2.5,3/6/22 11:05,3/6/22 11:06,3/6/22 11:06
76227716,USFS 1079,,,0.051,0.057,16.7,0.3,174,14.2,98,45,13.9,18,0,,PM 2.5,3/6/22 14:22,3/6/22 14:23,3/6/22 14:23
76227717,USFS 1079,32.0654,-81.86198,,,,,,,,,,,,13.6,,3/6/22 14:23,3/6/22 14:23,3/6/22 14:23
76245022,USFS 1079,,,0.051,0.057,16.7,0.3,174,14.2,98,45,13.9,18,0,,PM 2.5,3/7/22 21:11,3/7/22 21:11,3/7/22 21:11
76245023,USFS 1079,32.41901,-84.77392,,,,,,,,,,,,12.7,,3/7/22 21:11,3/7/22 21:12,3/7/22 21:12
76245492,USFS 1079,,,0,0.01,13.5,1.5,234,22.8,73,42,14,24.8,256,,PM 2.5,3/7/22 22:05,3/7/22 22:05,3/7/22 22:05
76246541,USFS 1079,,,0.026,0.019,16.7,0.7,231,21,95,45,14,25.2,0,,PM 2.5,3/7/22 23:05,3/7/22 23:05,3/7/22 23:05
76247781,USFS 1079,,,0.018,0.014,16.7,0.8,211,20.5,96,45,14,24.8,0,,PM 2.5,3/8/22 0:05,3/8/22 0:05,3/8/22 0:05
76248683,USFS 1079,,,0.022,0.029,16.6,1.5,304,18,89,43,14.1,21.6,0,,PM 2.5,3/8/22 1:05,3/8/22 1:05,3/8/22 1:05
76249107,USFS 1079,,,0.009,0.005,16.7,0.5,142,16.9,89,44,14.1,19.6,0,,PM 2.5,3/8/22 2:05,3/8/22 2:05,3/8/22 2:05
76249539,USFS 1079,,,0.001,0.005,16.7,0.6,188,16.5,93,45,14.1,19.8,0,,PM 2.5,3/8/22 3:05,3/8/22 3:05,3/8/22 3:05
76249978,USFS 1079,,,0.005,-0.003,16.7,0.5,182,16.4,94,45,14.1,19.9,0,,PM 2.5,3/8/22 4:05,3/8/22 4:05,3/8/22 4:05
76250414,USFS 1079,,,0.049,0.06,16.7,0.4,184,16.4,95,45,14.1,19.8,0,,PM 2.5,3/8/22 5:05,3/8/22 5:05,3/8/22 5:05
76250829,USFS 1079,,,0.035,0.032,16.7,0.6,155,16,94,44,14.1,19.2,0,,PM 2.5,3/8/22 6:05,3/8/22 6:05,3/8/22 6:05
76251272,USFS 1079,,,0.039,0.044,16.7,0.4,164,15.6,97,45,14,19,0,,PM 2.5,3/8/22 7:05,3/8/22 7:05,3/8/22 7:05
76251692,USFS 1079,,,0.026,0.019,16.7,0.4,155,15.3,97,44,14.1,18.6,0,,PM 2.5,3/8/22 8:05,3/8/22 8:05,3/8/22 8:05
76252137,USFS 1079,,,0.009,0.009,16.7,0.5,176,14.8,98,45,14,18.2,0,,PM 2.5,3/8/22 9:05,3/8/22 9:05,3/8/22 9:05
76252554,USFS 1079,,,0.008,0.009,16.7,1,338,14.2,93,44,14.1,17.6,0,,PM 2.5,3/8/22 10:05,3/8/22 10:05,3/8/22 10:05
76252999,USFS 1079,,,-0.004,-0.003,16.7,0.9,342,13.7,87,42,14.1,16.8,0,,PM 2.5,3/8/22 11:05,3/8/22 11:05,3/8/22 11:05
76253769,USFS 1079,,,0.002,-0.001,16.7,0.9,343,13.2,85,40,14,16.2,0,,PM 2.5,3/8/22 12:05,3/8/22 12:05,3/8/22 12:05
76254750,USFS 1079,,,0.002,0.005,16.7,0.7,2,13.2,86,40,14,16.2,0,,PM 2.5,3/8/22 13:05,3/8/22 13:06,3/8/22 13:06
76255723,USFS 1079,,,-0.001,0.001,16.7,0.8,4,13.6,84,39,14,16.7,0,,PM 2.5,3/8/22 14:05,3/8/22 14:05,3/8/22 14:05
76256316,USFS 1079,,,0.006,0.005,16.7,0.8,36,14,82,38,14,17.5,0,,PM 2.5,3/8/22 15:05,3/8/22 15:05,3/8/22 15:05
76256964,USFS 1079,,,-0.003,-0.005,16.7,1,28,14.4,82,38,14,17.9,0,,PM 2.5,3/8/22 16:05,3/8/22 16:05,3/8/22 16:05
76257777,USFS 1079,,,-0.002,0.002,16.7,1.1,48,15.9,73,33,14,19.8,0,,PM 2.5,3/8/22 17:05,3/8/22 17:05,3/8/22 17:05
76258534,USFS 1079,,,-0.005,-0.005,16.7,1.2,38,17,67,31,14,21.1,0,,PM 2.5,3/8/22 18:05,3/8/22 18:05,3/8/22 18:05
76259553,USFS 1079,,,0.015,0.013,16.7,0.7,39,16.8,70,30,14,21.6,0,,PM 2.5,3/8/22 19:05,3/8/22 19:05,3/8/22 19:05
76260432,USFS 1079,,,0.019,0.023,16.7,0.7,358,14.9,87,39,14,19.2,0,,PM 2.5,3/8/22 20:05,3/8/22 20:05,3/8/22 20:05
76261124,USFS 1079,,,-0.005,-0.003,16.7,0.8,40,14,93,44,14,17.6,0,,PM 2.5,3/8/22 21:05,3/8/22 21:05,3/8/22 21:05
76261950,USFS 1079,,,0.032,0.025,16.7,0.8,354,14.4,92,43,14,17.9,0,,PM 2.5,3/8/22 22:05,3/8/22 22:05,3/8/22 22:05
76263123,USFS 1079,,,0.003,-0.002,16.7,1.1,337,14.1,89,41,14,17.6,0,,PM 2.5,3/8/22 23:05,3/8/22 23:05,3/8/22 23:05
76264454,USFS 1079,,,0.017,0.016,16.7,0.9,5,13.6,89,41,14,16.9,0,,PM 2.5,3/9/22 0:05,3/9/22 0:06,3/9/22 0:06
76265312,USFS 1079,,,0.007,0.008,16.6,0.9,31,13.1,90,44,14.1,15.9,0,,PM 2.5,3/9/22 1:05,3/9/22 1:07,3/9/22 1:07
76265811,USFS 1079,,,-0.002,0.004,16.7,0.7,47,12.1,93,45,14,15.6,0,,PM 2.5,3/9/22 2:05,3/9/22 2:05,3/9/22 2:05
76266278,USFS 1079,,,0.008,0,16.7,0.8,99,12,94,45,14,15.7,0,,PM 2.5,3/9/22 3:05,3/9/22 3:05,3/9/22 3:05
76266723,USFS 1079,,,0.017,0.022,16.7,0.5,112,12,95,45,14,15.8,0,,PM 2.5,3/9/22 4:05,3/9/22 4:05,3/9/22 4:05
76267175,USFS 1079,,,0.004,-0.005,16.7,0.5,107,12.2,95,45,14.1,15.7,0,,PM 2.5,3/9/22 5:05,3/9/22 5:05,3/9/22 5:05
76267627,USFS 1079,,,0.012,0.016,16.7,0.8,107,12.5,92,45,14.1,15.7,0,,PM 2.5,3/9/22 6:05,3/9/22 6:06,3/9/22 6:06
76268116,USFS 1079,,,0.012,0.012,16.7,0.6,116,12.8,91,44,14.1,15.6,0,,PM 2.5,3/9/22 7:05,3/9/22 7:06,3/9/22 7:06
76268622,USFS 1079,,,0.008,0.01,16.7,0.6,126,13.1,91,44,14.1,16.1,0,,PM 2.5,3/9/22 8:05,3/9/22 8:05,3/9/22 8:05
76269083,USFS 1079,,,0.008,0.01,16.7,0.6,82,13.4,92,44,14.1,16.4,0,,PM 2.5,3/9/22 9:05,3/9/22 9:06,3/9/22 9:06
76269543,USFS 1079,,,0.014,0.009,16.7,0.4,116,13.7,92,44,14.1,16.8,0,,PM 2.5,3/9/22 10:05,3/9/22 10:05,3/9/22 10:05
76270018,USFS 1079,,,-0.005,-0.005,16.7,1,158,15.7,97,46,13.9,19.8,0,,PM 2.5,3/9/22 11:05,3/9/22 11:05,3/9/22 11:05
76271909,USFS 1079,,,0.015,0.024,16.7,1.6,201,19.2,98,46,13.8,24.2,0,,PM 2.5,3/9/22 12:05,3/9/22 12:05,3/9/22 12:05
76272768,USFS 1079,,,0.012,0.019,16.7,0.9,218,19.6,97,45,13.9,24.6,0,,PM 2.5,3/9/22 13:05,3/9/22 13:05,3/9/22 13:05
76273830,USFS 1079,,,0.005,0.008,16.7,1.2,248,18.1,97,45,14,22.7,0,,PM 2.5,3/9/22 14:05,3/9/22 14:05,3/9/22 14:05
76275461,USFS 1079,,,0.014,0.024,16.7,1.5,261,17,96,45,14,21.3,0,,PM 2.5,3/9/22 15:05,3/9/22 15:05,3/9/22 15:05
76276085,USFS 1079,,,0.021,0.003,16.7,1.4,261,16.6,91,44,14.1,19.8,0,,PM 2.5,3/9/22 16:05,3/9/22 16:05,3/9/22 16:05
76276687,USFS 1079,,,0.004,0.004,16.7,1.8,289,16.3,88,42,14.1,19.3,0,,PM 2.5,3/9/22 17:05,3/9/22 17:05,3/9/22 17:05
76277188,USFS 1079,,,-0.005,-0.005,16.7,1.9,306,15.9,85,40,14.1,18.9,0,,PM 2.5,3/9/22 18:05,3/9/22 18:06,3/9/22 18:06
76278087,USFS 1079,,,0.001,0.006,16.7,1.7,284,15.7,81,38,14.1,19,0,,PM 2.5,3/9/22 19:05,3/9/22 19:05,3/9/22 19:05
76278809,USFS 1079,,,-0.001,-0.003,16.7,1.7,276,16,78,37,14.1,18.9,0,,PM 2.5,3/9/22 20:05,3/9/22 20:05,3/9/22 20:05
76279421,USFS 1079,,,0.002,0.009,16.7,1.4,278,15.7,77,36,14.1,19,0,,PM 2.5,3/9/22 21:05,3/9/22 21:05,3/9/22 21:05
76279951,USFS 1079,,,0.004,0.003,16.7,1.3,313,15.3,77,37,14.1,18.4,0,,PM 2.5,3/9/22 22:05,3/9/22 22:05,3/9/22 22:05
76280974,USFS 1079,,,0.002,-0.004,16.7,1.3,297,14.9,76,37,14.1,17.7,0,,PM 2.5,3/9/22 23:05,3/9/22 23:06,3/9/22 23:06
76281936,USFS 1079,32.41901,-84.77394,,,,,,,,,,,,12.8,,3/9/22 23:56,3/9/22 23:56,3/9/22 23:56
76282058,USFS 1079,,,0.009,0.011,16.7,0.9,321,14,78,38,14.1,16.7,0,,PM 2.5,3/10/22 0:05,3/10/22 0:05,3/10/22 0:05
76282804,USFS 1079,,,0.005,0.005,16.6,0.4,177,13.1,85,41,14.1,16.1,0,,PM 2.5,3/10/22 1:05,3/10/22 1:05,3/10/22 1:05
76283378,USFS 1079,,,0.002,0,16.7,0.6,194,12.5,87,42,14.1,15.5,0,,PM 2.5,3/10/22 2:05,3/10/22 2:06,3/10/22 2:06
76283914,USFS 1079,,,0.007,0.007,16.7,0.6,177,12.4,87,43,14.1,15.1,0,,PM 2.5,3/10/22 3:05,3/10/22 3:05,3/10/22 3:05
76284450,USFS 1079,,,0.005,0.004,16.7,0.6,165,12.2,88,42,14.1,15.1,0,,PM 2.5,3/10/22 4:06,3/10/22 4:07,3/10/22 4:07
76284891,USFS 1079,,,0.007,0.009,16.7,0.5,127,11.8,90,44,14.1,14.7,0,,PM 2.5,3/10/22 5:05,3/10/22 5:05,3/10/22 5:05
76285339,USFS 1079,,,-0.005,0,16.7,0.8,159,11.6,92,45,14,14.7,0,,PM 2.5,3/10/22 6:05,3/10/22 6:05,3/10/22 6:05
76285825,USFS 1079,,,0.015,0.01,16.7,0.6,194,11.8,92,44,14,14.9,0,,PM 2.5,3/10/22 7:05,3/10/22 7:05,3/10/22 7:05
76286322,USFS 1079,,,0.003,0,16.7,0.4,160,12.1,90,43,14.1,15.2,0,,PM 2.5,3/10/22 8:05,3/10/22 8:06,3/10/22 8:06
76286753,USFS 1079,,,0.007,0.01,16.7,0.4,148,12.1,90,43,14.1,15.4,0,,PM 2.5,3/10/22 9:05,3/10/22 9:05,3/10/22 9:05
76287231,USFS 1079,,,0.003,0.002,16.7,0.4,150,12.1,89,42,14.1,15.4,0,,PM 2.5,3/10/22 10:05,3/10/22 10:06,3/10/22 10:06
76287767,USFS 1079,,,0,-0.002,16.7,0.5,117,12.1,89,42,14.1,15.3,0,,PM 2.5,3/10/22 11:05,3/10/22 11:05,3/10/22 11:05
76288673,USFS 1079,,,0.004,0.004,16.7,0.5,102,12.1,84,40,14.1,15.3,0,,PM 2.5,3/10/22 12:05,3/10/22 12:05,3/10/22 12:05
76289675,USFS 1079,,,0.001,0.003,16.7,0.5,115,12.2,84,40,14.1,15.5,0,,PM 2.5,3/10/22 13:05,3/10/22 13:06,3/10/22 13:06
76290904,USFS 1079,,,0.001,0.005,16.7,0.6,19,12.6,81,38,14.1,15.9,0,,PM 2.5,3/10/22 14:05,3/10/22 14:05,3/10/22 14:05
76291766,USFS 1079,,,0.001,-0.002,16.7,0.7,37,12.9,78,37,14.1,16.1,0,,PM 2.5,3/10/22 15:05,3/10/22 15:06,3/10/22 15:06
76292236,USFS 1079,,,-0.005,-0.005,16.7,1,54,15.3,69,33,14.1,18.9,0,,PM 2.5,3/10/22 16:05,3/10/22 16:05,3/10/22 16:05
76292887,USFS 1079,,,0.003,0.005,16.7,1.3,9,18.1,61,26,14,24,0,,PM 2.5,3/10/22 17:05,3/10/22 17:05,3/10/22 17:05
76294295,USFS 1079,,,0.003,0.007,16.7,1.4,270,20.9,52,21,14,27.7,0,,PM 2.5,3/10/22 19:05,3/10/22 19:05,3/10/22 19:05
76295020,USFS 1079,,,0.003,0.005,16.7,1.4,257,22,47,20,14,28.6,0,,PM 2.5,3/10/22 20:06,3/10/22 20:07,3/10/22 20:07
76295487,USFS 1079,,,0.003,0.003,16.7,1.4,210,23.4,41,18,14,30.7,0,,PM 2.5,3/10/22 21:05,3/10/22 21:05,3/10/22 21:05
76295997,USFS 1079,,,0.013,0.007,16.7,1.3,243,23.9,40,17,14,31,0,,PM 2.5,3/10/22 22:05,3/10/22 22:05,3/10/22 22:05
76296779,USFS 1079,,,0.007,0.014,16.7,1,207,23.3,43,19,14,29.7,0,,PM 2.5,3/10/22 23:05,3/10/22 23:05,3/10/22 23:05
76297978,USFS 1079,,,0.012,0.007,16.7,0.5,164,20.8,57,25,14,25.7,0,,PM 2.5,3/11/22 0:05,3/11/22 0:05,3/11/22 0:05
76298744,USFS 1079,,,0.008,0.007,16.6,0.5,137,19.2,67,31,14.1,22.7,0,,PM 2.5,3/11/22 1:05,3/11/22 1:06,3/11/22 1:06
76299389,USFS 1079,,,0.006,0.008,16.7,1,148,19.2,73,37,14.1,21.4,0,,PM 2.5,3/11/22 2:05,3/11/22 2:05,3/11/22 2:05
76300068,USFS 1079,,,0.014,0.013,16.7,0.5,151,18.1,82,40,14.1,20.7,0,,PM 2.5,3/11/22 3:05,3/11/22 3:07,3/11/22 3:07
76300628,USFS 1079,,,0.01,0.013,16.7,0.7,89,16.2,88,42,14.1,19.3,0,,PM 2.5,3/11/22 4:05,3/11/22 4:05,3/11/22 4:05
76301087,USFS 1079,,,0.01,0.009,16.7,0.9,80,14.5,90,44,14.1,17.3,0,,PM 2.5,3/11/22 5:05,3/11/22 5:05,3/11/22 5:05
76301532,USFS 1079,,,0.011,0.01,16.7,0.9,82,14.2,88,44,14.1,16.7,0,,PM 2.5,3/11/22 6:05,3/11/22 6:05,3/11/22 6:05
76302082,USFS 1079,,,0.009,0.013,16.7,1,82,14,89,44,14.1,16.5,0,,PM 2.5,3/11/22 7:05,3/11/22 7:05,3/11/22 7:05
76302530,USFS 1079,,,0.012,0.009,16.7,1,76,13.6,91,45,14.1,16.3,0,,PM 2.5,3/11/22 8:05,3/11/22 8:05,3/11/22 8:05
76302951,USFS 1079,,,0.003,0.003,16.7,1.2,71,13.5,92,45,14,16.5,0,,PM 2.5,3/11/22 9:05,3/11/22 9:05,3/11/22 9:05
76303422,USFS 1079,,,0.014,0.01,16.7,1,105,13.4,93,45,14,16.5,0,,PM 2.5,3/11/22 10:05,3/11/22 10:05,3/11/22 10:05
76303894,USFS 1079,,,0.018,0.016,16.7,1.1,77,13.1,93,45,14,16.4,0,,PM 2.5,3/11/22 11:05,3/11/22 11:05,3/11/22 11:05
76304793,USFS 1079,,,0.024,0.021,16.7,1,87,12.8,94,45,14,16.2,0,,PM 2.5,3/11/22 12:05,3/11/22 12:05,3/11/22 12:05
76305728,USFS 1079,,,0.003,0.011,16.7,0.9,75,13,93,45,14.1,16.2,0,,PM 2.5,3/11/22 13:05,3/11/22 13:05,3/11/22 13:05
76306824,USFS 1079,,,0.008,0.009,16.7,1.1,80,13.5,92,45,14.1,16.4,0,,PM 2.5,3/11/22 14:05,3/11/22 14:05,3/11/22 14:05
76307479,USFS 1079,,,-0.005,-0.005,16.7,1.3,90,14.7,87,43,14.1,17.3,0,,PM 2.5,3/11/22 15:05,3/11/22 15:06,3/11/22 15:06
76308274,USFS 1079,,,0.01,0.006,16.7,1.1,84,15.3,84,40,14.1,18.6,0,,PM 2.5,3/11/22 16:05,3/11/22 16:05,3/11/22 16:05
76309033,USFS 1079,,,0.003,0.008,16.7,1.2,66,15.5,85,40,14.1,18.9,0,,PM 2.5,3/11/22 17:05,3/11/22 17:05,3/11/22 17:05
76309730,USFS 1079,,,0.01,0.006,16.7,1.1,62,16.1,83,38,14.1,19.8,0,,PM 2.5,3/11/22 18:05,3/11/22 18:05,3/11/22 18:05
76310819,USFS 1079,,,0.009,0.014,16.7,1.1,91,16.2,84,39,14.1,19.7,0,,PM 2.5,3/11/22 19:05,3/11/22 19:06,3/11/22 19:06
76311687,USFS 1079,,,0.006,0.002,16.7,1,73,16.9,83,39,14.1,20.4,0,,PM 2.5,3/11/22 20:05,3/11/22 20:05,3/11/22 20:05
76312664,USFS 1079,,,0.009,0.007,16.7,1.2,89,17.2,82,38,14.1,20.8,0,,PM 2.5,3/11/22 21:05,3/11/22 21:05,3/11/22 21:05
76313711,USFS 1079,,,0.015,0.019,16.7,0.9,80,16.7,86,39,14.1,20.4,0,,PM 2.5,3/11/22 22:05,3/11/22 22:05,3/11/22 22:05
76314843,USFS 1079,,,0.062,0.064,16.7,0.7,102,16.3,90,42,14,19.7,0,,PM 2.5,3/11/22 23:05,3/11/22 23:05,3/11/22 23:05
76315841,USFS 1079,32.41904,-84.77396,,,,,,,,,,,,12.7,,3/11/22 23:56,3/11/22 23:56,3/11/22 23:56
76315981,USFS 1079,,,0.02,0.003,16.7,0.5,95,15.6,95,45,14,18.9,0,,PM 2.5,3/12/22 0:05,3/12/22 0:05,3/12/22 0:05
76316598,USFS 1079,,,0.009,0.024,16.6,0.6,96,15.4,97,45,14,19.3,0,,PM 2.5,3/12/22 1:05,3/12/22 1:06,3/12/22 1:06
76317046,USFS 1079,,,0.02,0.022,16.7,0.6,101,15.2,97,45,14,19,0,,PM 2.5,3/12/22 2:06,3/12/22 2:07,3/12/22 2:07
76317495,USFS 1079,,,0.007,0,16.7,0.6,118,15.1,97,45,14,19.1,0,,PM 2.5,3/12/22 3:05,3/12/22 3:05,3/12/22 3:05
76317940,USFS 1079,,,0.02,0.032,16.7,0.6,117,15,97,45,14,19,0,,PM 2.5,3/12/22 4:05,3/12/22 4:05,3/12/22 4:05
76318381,USFS 1079,,,0.009,0.01,16.7,0.6,116,15.1,97,45,14,18.8,0,,PM 2.5,3/12/22 5:05,3/12/22 5:06,3/12/22 5:06
76318910,USFS 1079,,,-0.005,-0.005,16.7,1.3,137,15.9,97,45,13.9,20.3,0,,PM 2.5,3/12/22 6:05,3/12/22 6:05,3/12/22 6:05
76319365,USFS 1079,,,-0.005,-0.005,16.7,1.7,181,17.2,98,45,13.8,22.4,0,,PM 2.5,3/12/22 7:05,3/12/22 7:05,3/12/22 7:05
76319814,USFS 1079,,,0.017,0.037,16.7,1.7,223,18.5,97,45,13.9,23.7,0,,PM 2.5,3/12/22 8:05,3/12/22 8:05,3/12/22 8:05
76320246,USFS 1079,,,0.033,0.014,16.7,3.5,299,14.2,95,44,14,19.4,0,,PM 2.5,3/12/22 9:05,3/12/22 9:05,3/12/22 9:05
76320702,USFS 1079,,,-0.005,-0.005,16.7,3.6,335,7.2,90,44,14,11.1,0,,PM 2.5,3/12/22 10:05,3/12/22 10:05,3/12/22 10:05
76321148,USFS 1079,,,0.013,-0.001,16.7,2.4,331,5.5,87,45,14,8.7,0,,PM 2.5,3/12/22 11:05,3/12/22 11:05,3/12/22 11:05
76321786,USFS 1079,,,0.005,0.015,16.7,3.4,334,5,84,44,14.1,7.6,0,,PM 2.5,3/12/22 12:05,3/12/22 12:05,3/12/22 12:05
76322677,USFS 1079,,,-0.005,-0.003,16.7,3.7,335,3.6,77,41,14.1,5.4,0,,PM 2.5,3/12/22 13:05,3/12/22 13:06,3/12/22 13:06
76323210,USFS 1079,,,-0.005,-0.005,16.7,4.2,336,2.9,72,40,14.1,4.6,0,,PM 2.5,3/12/22 14:05,3/12/22 14:05,3/12/22 14:05
76323685,USFS 1079,,,-0.001,-0.003,16.7,4.2,335,2.8,64,34,14.1,4.8,0,,PM 2.5,3/12/22 15:05,3/12/22 15:05,3/12/22 15:05
76324153,USFS 1079,,,0.003,0.005,16.7,3.8,335,3.4,54,29,14.1,6,0,,PM 2.5,3/12/22 16:05,3/12/22 16:05,3/12/22 16:05
76324643,USFS 1079,,,-0.001,0.002,16.7,4.3,336,4.4,46,25,14.1,7.5,0,,PM 2.5,3/12/22 17:05,3/12/22 17:05,3/12/22 17:05
76325136,USFS 1079,,,0.002,0.001,16.7,4.2,336,5.6,38,21,14.1,8.8,0,,PM 2.5,3/12/22 18:05,3/12/22 18:05,3/12/22 18:05
76325826,USFS 1079,,,0.002,0.003,16.7,4.3,336,6.6,35,19,14.1,9.9,0,,PM 2.5,3/12/22 19:05,3/12/22 19:05,3/12/22 19:05
76326346,USFS 1079,,,0.004,-0.001,16.7,4.3,335,7.1,33,18,14.1,10.8,0,,PM 2.5,3/12/22 20:05,3/12/22 20:05,3/12/22 20:05
76326837,USFS 1079,,,0.003,0.002,16.7,4.2,333,7,29,16,14.1,11.1,0,,PM 2.5,3/12/22 21:05,3/12/22 21:05,3/12/22 21:05
76327346,USFS 1079,,,0.002,0.004,16.7,4.1,334,6.8,26,14,14.1,11,0,,PM 2.5,3/12/22 22:05,3/12/22 22:05,3/12/22 22:05
76327832,USFS 1079,,,0.002,0.005,16.7,2.9,331,6,25,15,14.1,9.7,0,,PM 2.5,3/12/22 23:05,3/12/22 23:05,3/12/22 23:05
76328576,USFS 1079,,,0.007,0.006,16.7,2.6,331,4.4,28,17,14.1,6.8,0,,PM 2.5,3/13/22 0:05,3/13/22 0:05,3/13/22 0:05
76329243,USFS 1079,,,0.003,0.001,16.6,2,329,3.1,30,19,14.1,4.5,0,,PM 2.5,3/13/22 1:05,3/13/22 1:05,3/13/22 1:05
76329696,USFS 1079,,,0,-0.002,16.7,1.7,329,2.1,32,21,14.1,3.3,0,,PM 2.5,3/13/22 2:05,3/13/22 2:06,3/13/22 2:06
76330159,USFS 1079,,,0.003,0.007,16.7,0.8,329,0.9,37,23,14.1,2.4,0,,PM 2.5,3/13/22 3:05,3/13/22 3:05,3/13/22 3:05
76330617,USFS 1079,,,0.004,0.002,16.7,0.6,329,-0.1,39,24,14.1,1.5,0,,PM 2.5,3/13/22 4:05,3/13/22 4:05,3/13/22 4:05
76331076,USFS 1079,,,0.003,0.007,16.7,0.7,329,-0.8,42,26,14.1,0.8,0,,PM 2.5,3/13/22 5:05,3/13/22 5:05,3/13/22 5:05
76331517,USFS 1079,,,0.001,-0.002,16.7,0.4,329,-1.6,48,27,14.1,0.2,0,,PM 2.5,3/13/22 6:05,3/13/22 6:05,3/13/22 6:05
76331974,USFS 1079,,,0.006,0.008,16.7,0.5,329,-2.1,56,31,14.1,-0.2,0,,PM 2.5,3/13/22 7:05,3/13/22 7:05,3/13/22 7:05
76332442,USFS 1079,,,0.014,0.004,16.7,0.6,329,-3.3,74,39,14.1,-0.9,0,,PM 2.5,3/13/22 8:05,3/13/22 8:06,3/13/22 8:06
76332873,USFS 1079,,,0.002,0.008,16.7,0.4,329,-3.3,72,39,14.1,-1.3,0,,PM 2.5,3/13/22 9:05,3/13/22 9:05,3/13/22 9:05
76333331,USFS 1079,,,0.011,0.011,16.7,0.5,329,-4,81,42,14.1,-1.7,0,,PM 2.5,3/13/22 10:05,3/13/22 10:05,3/13/22 10:05
76333812,USFS 1079,,,0.003,0.003,16.7,0.4,329,-4.7,89,44,14,-2.1,0,,PM 2.5,3/13/22 11:05,3/13/22 11:06,3/13/22 11:06
76334402,USFS 1079,,,0.004,0.009,16.7,0.4,329,-5.2,88,44,14,-2.6,0,,PM 2.5,3/13/22 12:05,3/13/22 12:05,3/13/22 12:05
76334870,USFS 1079,,,-0.005,-0.005,16.7,0.5,329,-4.5,88,45,13.9,-0.7,0,,PM 2.5,3/13/22 13:05,3/13/22 13:06,3/13/22 13:06
76335337,USFS 1079,,,0.01,-0.005,16.7,0.8,329,-0.5,65,31,14.1,4.3,0,,PM 2.5,3/13/22 14:05,3/13/22 14:05,3/13/22 14:05
76335797,USFS 1079,,,0.002,-0.003,16.7,1.3,328,3.3,36,17,14.1,8.8,0,,PM 2.5,3/13/22 15:05,3/13/22 15:05,3/13/22 15:05
76336258,USFS 1079,,,0.004,0.009,16.7,1.2,329,5.8,27,12,14.1,12.8,0,,PM 2.5,3/13/22 16:05,3/13/22 16:05,3/13/22 16:05
76336726,USFS 1079,,,-0.003,-0.005,16.7,1.1,327,8.9,21,10,14.1,16.5,0,,PM 2.5,3/13/22 17:05,3/13/22 17:05,3/13/22 17:05
76337191,USFS 1079,,,-0.001,0,16.7,1.3,327,10.9,17,8,14,18.7,0,,PM 2.5,3/13/22 18:05,3/13/22 18:05,3/13/22 18:05
76337864,USFS 1079,,,0.003,0.002,16.7,1.4,328,12.6,16,8,14.1,19.6,0,,PM 2.5,3/13/22 19:05,3/13/22 19:05,3/13/22 19:05
76338444,USFS 1079,,,-0.004,0,16.7,1.5,329,14.2,14,7,14,21.2,0,,PM 2.5,3/13/22 20:05,3/13/22 20:05,3/13/22 20:05
76338876,USFS 1079,,,-0.001,-0.004,16.7,1.5,329,15,11,6,14,22.2,0,,PM 2.5,3/13/22 21:05,3/13/22 21:05,3/13/22 21:05
76339385,USFS 1079,,,0.002,0.003,16.7,1,329,15.8,11,6,14,23.6,0,,PM 2.5,3/13/22 22:05,3/13/22 22:05,3/13/22 22:05
