MasterTable_ID,Alias,Latitude,Longitude,COncRT,ConcHr,Flow,W/S,W/D,AT,RHx,RHi,BV,FT,Alarm,Oceaneering Unit Voltage,Type,TimeStamp,PDate,Date/Time/GMT
76988910,USFS 1079,,,-0.001,0.002,16.7,1.1,35,17,97,45,13.7,21.9,0,,PM 2.5,4/16/22 14:05,4/16/22 14:05,4/16/22 14:05
76989593,USFS 1079,,,0.004,0.004,16.7,0.8,26,17.4,97,45,13.7,22.4,0,,PM 2.5,4/16/22 15:05,4/16/22 15:05,4/16/22 15:05
76990094,USFS 1079,,,0.013,0.012,16.7,0.7,199,17.8,97,45,13.8,22.2,0,,PM 2.5,4/16/22 16:06,4/16/22 16:07,4/16/22 16:07
76990600,USFS 1079,,,0.05,0.052,16.7,1,200,18.5,96,45,13.8,23,0,,PM 2.5,4/16/22 17:05,4/16/22 17:05,4/16/22 17:05
76991111,USFS 1079,,,-0.005,-0.005,16.7,1.2,198,21.1,85,41,13.9,24.2,0,,PM 2.5,4/16/22 18:05,4/16/22 18:06,4/16/22 18:06
76991784,USFS 1079,,,-0.003,0,16.7,1.9,215,22,79,37,13.9,25.4,0,,PM 2.5,4/16/22 19:05,4/16/22 19:07,4/16/22 19:07
76992466,USFS 1079,,,0.014,0.02,16.7,1.7,220,22.3,76,35,13.9,25.9,0,,PM 2.5,4/16/22 20:05,4/16/22 20:05,4/16/22 20:05
76993726,USFS 1079,,,0.009,0.004,16.7,1.4,217,22,79,37,13.9,25.1,0,,PM 2.5,4/16/22 21:05,4/16/22 21:05,4/16/22 21:05
76995404,USFS 1079,,,-0.002,-0.005,16.7,0.6,243,22.3,79,37,13.9,25.6,0,,PM 2.5,4/16/22 23:05,4/16/22 23:06,4/16/22 23:06
76996140,USFS 1079,,,0.015,0.021,16.7,0.7,215,21.6,83,38,13.9,25.1,0,,PM 2.5,4/17/22 0:05,4/17/22 0:06,4/17/22 0:06
76996591,USFS 1079,,,0.013,0.003,16.6,1.2,221,20.7,86,42,13.9,23.6,0,,PM 2.5,4/17/22 1:06,4/17/22 1:07,4/17/22 1:07
76997068,USFS 1079,,,0.002,0.003,16.7,1,210,20,89,44,13.9,22.6,0,,PM 2.5,4/17/22 2:06,4/17/22 2:07,4/17/22 2:07
76997495,USFS 1079,,,0.022,0.023,16.7,0.5,207,19,95,45,13.9,22.5,0,,PM 2.5,4/17/22 3:05,4/17/22 3:05,4/17/22 3:05
76997941,USFS 1079,,,0.016,0.013,16.7,0.3,189,18.4,96,45,14,21.7,0,,PM 2.5,4/17/22 4:05,4/17/22 4:05,4/17/22 4:05
76998382,USFS 1079,,,0.011,0.014,16.7,0.3,263,17.7,97,45,14,21,0,,PM 2.5,4/17/22 5:05,4/17/22 5:06,4/17/22 5:06
76998800,USFS 1079,,,0.004,0.002,16.7,0.3,272,17.3,97,45,13.9,20.9,0,,PM 2.5,4/17/22 6:05,4/17/22 6:05,4/17/22 6:05
76999273,USFS 1079,,,0.013,0.015,16.7,0.3,241,17,97,45,14,20.5,0,,PM 2.5,4/17/22 7:05,4/17/22 7:06,4/17/22 7:06
76999703,USFS 1079,,,0.006,0.001,16.7,0.3,314,16.9,97,45,13.9,20.6,0,,PM 2.5,4/17/22 8:05,4/17/22 8:05,4/17/22 8:05
77000139,USFS 1079,,,0.01,0.015,16.7,0.3,232,16.7,97,44,14,20.4,0,,PM 2.5,4/17/22 9:05,4/17/22 9:06,4/17/22 9:06
77000589,USFS 1079,,,-0.005,-0.005,16.7,0.5,220,16.8,98,45,13.9,20.8,0,,PM 2.5,4/17/22 10:06,4/17/22 10:07,4/17/22 10:07
77001171,USFS 1079,,,0.009,0.003,16.7,0.6,214,16.9,98,45,13.9,20.8,0,,PM 2.5,4/17/22 11:05,4/17/22 11:07,4/17/22 11:07
77001696,USFS 1079,,,0.019,0.018,16.7,0.4,223,16.6,98,45,13.9,20.5,0,,PM 2.5,4/17/22 12:05,4/17/22 12:05,4/17/22 12:05
77002149,USFS 1079,,,0,0.002,16.7,0.4,302,16.9,98,45,13.9,20.9,0,,PM 2.5,4/17/22 13:05,4/17/22 13:05,4/17/22 13:05
77002579,USFS 1079,,,0.003,0.016,16.7,0.4,302,17.5,98,45,13.9,21.9,0,,PM 2.5,4/17/22 14:05,4/17/22 14:05,4/17/22 14:05
77003148,USFS 1079,,,0.014,0.006,16.7,0.7,44,18.7,97,44,13.9,23,0,,PM 2.5,4/17/22 15:05,4/17/22 15:06,4/17/22 15:06
77003603,USFS 1079,,,-0.005,-0.005,16.7,0.8,15,20.5,91,41,13.9,24.2,0,,PM 2.5,4/17/22 16:05,4/17/22 16:08,4/17/22 16:08
77004051,USFS 1079,,,-0.005,-0.004,16.7,0.9,255,23.9,70,34,13.9,26.7,0,,PM 2.5,4/17/22 17:05,4/17/22 17:06,4/17/22 17:06
77004495,USFS 1079,,,0.007,0.005,16.7,1,229,24.5,65,30,13.9,28.5,0,,PM 2.5,4/17/22 18:05,4/17/22 18:05,4/17/22 18:05
77005195,USFS 1079,,,0.022,0.031,16.7,1,210,23.6,73,33,13.9,27.7,0,,PM 2.5,4/17/22 19:05,4/17/22 19:06,4/17/22 19:06
77005767,USFS 1079,,,-0.005,-0.005,16.7,1.1,273,20.4,94,44,13.8,24.5,0,,PM 2.5,4/17/22 20:05,4/17/22 20:06,4/17/22 20:06
77006319,USFS 1079,,,-0.005,-0.005,16.7,0.7,203,19.1,97,45,13.7,23.9,0,,PM 2.5,4/17/22 21:05,4/17/22 21:06,4/17/22 21:06
77006858,USFS 1079,,,0.008,0.013,16.7,0.9,92,19,97,45,13.8,23.6,0,,PM 2.5,4/17/22 22:05,4/17/22 22:05,4/17/22 22:05
77007390,USFS 1079,,,0.032,0.031,16.7,0.6,134,19.1,96,45,13.9,23,0,,PM 2.5,4/17/22 23:05,4/17/22 23:06,4/17/22 23:06
77007981,USFS 1079,,,0.019,0.011,16.7,0.3,238,19.3,96,44,13.9,22.7,0,,PM 2.5,4/18/22 0:05,4/18/22 0:05,4/18/22 0:05
77008052,USFS 1079,32.3708,-84.84063,,,,,,,,,,,,13.1,,4/18/22 0:14,4/18/22 0:15,4/18/22 0:15
77008535,USFS 1079,,,-0.004,-0.002,16.6,0.4,202,18.9,96,45,13.9,22.6,0,,PM 2.5,4/18/22 1:05,4/18/22 1:05,4/18/22 1:05
77009234,USFS 1079,,,-0.001,0.009,16.7,0.4,284,18.9,97,45,13.9,22.6,0,,PM 2.5,4/18/22 2:06,4/18/22 2:07,4/18/22 2:07
77009896,USFS 1079,,,0.005,0.002,16.7,0.4,114,18.7,97,45,13.9,22.4,0,,PM 2.5,4/18/22 3:05,4/18/22 3:05,4/18/22 3:05
77010577,USFS 1079,,,0.011,0.012,16.7,0.3,194,18.4,97,45,13.9,22,0,,PM 2.5,4/18/22 4:05,4/18/22 4:05,4/18/22 4:05
77011259,USFS 1079,,,-0.003,-0.005,16.7,0.5,303,18.4,98,45,13.9,22.2,0,,PM 2.5,4/18/22 5:06,4/18/22 5:07,4/18/22 5:07
77011659,USFS 1079,,,-0.005,-0.004,16.7,0.5,264,18.4,98,45,13.7,23.7,0,,PM 2.5,4/18/22 6:05,4/18/22 6:06,4/18/22 6:06
77012127,USFS 1079,,,-0.001,0.007,16.7,0.9,187,18.4,98,45,13.7,23.6,0,,PM 2.5,4/18/22 7:05,4/18/22 7:07,4/18/22 7:07
77012562,USFS 1079,,,0.009,0.009,16.7,1.4,194,18.2,97,45,13.7,23.2,0,,PM 2.5,4/18/22 8:05,4/18/22 8:05,4/18/22 8:05
77013020,USFS 1079,,,0.015,0.012,16.7,0.8,246,17.9,96,45,13.7,22.2,0,,PM 2.5,4/18/22 9:06,4/18/22 9:07,4/18/22 9:07
77013514,USFS 1079,,,0.014,0.009,16.7,0.6,222,17.5,95,45,13.9,21,0,,PM 2.5,4/18/22 10:05,4/18/22 10:06,4/18/22 10:06
77015118,USFS 1079,,,-0.005,-0.001,16.7,0.3,232,16.6,97,45,13.9,20,0,,PM 2.5,4/18/22 11:05,4/18/22 11:05,4/18/22 11:05
77017075,USFS 1079,,,-0.005,-0.005,16.7,1,221,16.7,97,45,13.8,20.9,0,,PM 2.5,4/18/22 12:05,4/18/22 12:05,4/18/22 12:05
77019157,USFS 1079,,,0.011,0.01,16.7,1.7,218,17.3,95,45,13.8,21.4,0,,PM 2.5,4/18/22 13:05,4/18/22 13:06,4/18/22 13:06
77020780,USFS 1079,,,-0.005,-0.005,16.7,1.7,218,17.6,92,45,13.9,21,0,,PM 2.5,4/18/22 14:05,4/18/22 14:07,4/18/22 14:07
77022075,USFS 1079,,,0.02,0.016,16.7,1.6,221,18,93,45,13.9,21.2,0,,PM 2.5,4/18/22 15:05,4/18/22 15:06,4/18/22 15:06
77022879,USFS 1079,,,-0.003,0.006,16.7,1.6,235,19.5,87,43,14,22,0,,PM 2.5,4/18/22 16:05,4/18/22 16:06,4/18/22 16:06
77023807,USFS 1079,,,-0.001,0,16.7,1.8,228,20.8,82,41,14,23,0,,PM 2.5,4/18/22 17:05,4/18/22 17:05,4/18/22 17:05
77024710,USFS 1079,,,-0.002,-0.005,16.7,1.9,240,22.6,72,36,14,24.7,0,,PM 2.5,4/18/22 18:06,4/18/22 18:07,4/18/22 18:07
77025526,USFS 1079,,,0.003,0.008,16.7,1.9,264,25.1,59,28,13.9,28.4,0,,PM 2.5,4/18/22 19:05,4/18/22 19:05,4/18/22 19:05
77026463,USFS 1079,,,0.006,0.003,16.7,1.9,294,26.4,52,23,13.9,31.2,0,,PM 2.5,4/18/22 20:05,4/18/22 20:05,4/18/22 20:05
77027802,USFS 1079,,,0.007,0.009,16.7,2,301,24.9,52,22,13.9,30.9,0,,PM 2.5,4/18/22 21:05,4/18/22 21:07,4/18/22 21:07
77029199,USFS 1079,,,0.003,0.002,16.7,1.8,320,23,54,24,13.9,28.2,0,,PM 2.5,4/18/22 22:05,4/18/22 22:05,4/18/22 22:05
77031003,USFS 1079,,,0.006,0.009,16.7,1.9,311,21,53,24,13.9,26.5,0,,PM 2.5,4/18/22 23:05,4/18/22 23:06,4/18/22 23:06
77032205,USFS 1079,,,0.005,0,16.7,1.5,342,18.8,55,26,14,22.6,0,,PM 2.5,4/19/22 0:05,4/19/22 0:05,4/19/22 0:05
77032994,USFS 1079,,,0.002,0.006,16.6,0.9,328,17,60,29,14,20,0,,PM 2.5,4/19/22 1:05,4/19/22 1:05,4/19/22 1:05
77033510,USFS 1079,,,0.003,0,16.7,0.7,324,15.8,63,31,14,18.5,0,,PM 2.5,4/19/22 2:05,4/19/22 2:05,4/19/22 2:05
77034095,USFS 1079,,,0.003,0.008,16.7,1,351,14.6,65,32,14,17.1,0,,PM 2.5,4/19/22 3:05,4/19/22 3:07,4/19/22 3:07
77034601,USFS 1079,,,0.003,0.003,16.7,1.3,11,13.7,64,33,14,15.9,0,,PM 2.5,4/19/22 4:05,4/19/22 4:05,4/19/22 4:05
77035192,USFS 1079,,,0.004,0.004,16.7,0.7,327,12.6,68,34,14,15,0,,PM 2.5,4/19/22 5:05,4/19/22 5:08,4/19/22 5:08
77035611,USFS 1079,,,0.005,0.008,16.7,0.3,245,11.4,73,35,14,14.6,0,,PM 2.5,4/19/22 6:05,4/19/22 6:05,4/19/22 6:05
77036123,USFS 1079,,,0.007,0.008,16.7,0.3,265,10.6,78,36,14,14,0,,PM 2.5,4/19/22 7:05,4/19/22 7:05,4/19/22 7:05
77036722,USFS 1079,,,0.006,0.001,16.7,1,6,10,80,39,14,12.9,0,,PM 2.5,4/19/22 8:05,4/19/22 8:06,4/19/22 8:06
77037423,USFS 1079,,,0.005,0.007,16.7,1.1,15,9.3,80,41,14,11.6,0,,PM 2.5,4/19/22 9:05,4/19/22 9:07,4/19/22 9:07
77038108,USFS 1079,,,0.008,0.008,16.7,0.3,285,8.7,84,41,14,11.4,0,,PM 2.5,4/19/22 10:06,4/19/22 10:07,4/19/22 10:07
77039653,USFS 1079,,,0.013,0.014,16.7,0.3,218,7.7,89,41,14,11.1,0,,PM 2.5,4/19/22 11:05,4/19/22 11:06,4/19/22 11:06
77041462,USFS 1079,,,0.017,0.015,16.7,0.4,237,7.3,91,43,14,10.4,0,,PM 2.5,4/19/22 12:05,4/19/22 12:05,4/19/22 12:05
77043343,USFS 1079,,,-0.005,-0.005,16.7,0.7,286,9,77,40,14,11.2,0,,PM 2.5,4/19/22 13:05,4/19/22 13:06,4/19/22 13:06
77044460,USFS 1079,,,-0.002,-0.004,16.7,1.7,16,10.7,61,33,13.9,12.4,0,,PM 2.5,4/19/22 14:05,4/19/22 14:06,4/19/22 14:06
77045697,USFS 1079,,,0.002,0.003,16.7,2,25,11.9,48,27,13.9,13.4,0,,PM 2.5,4/19/22 15:05,4/19/22 15:05,4/19/22 15:05
77046642,USFS 1079,,,0.003,0,16.7,1.6,10,13.3,39,22,13.9,14.8,0,,PM 2.5,4/19/22 16:05,4/19/22 16:06,4/19/22 16:06
77047620,USFS 1079,,,0.002,0.001,16.7,1.4,341,14.9,34,19,13.9,16.5,0,,PM 2.5,4/19/22 17:05,4/19/22 17:05,4/19/22 17:05
77048588,USFS 1079,,,0.002,0,16.7,1.5,305,16.7,31,17,13.9,18.8,0,,PM 2.5,4/19/22 18:05,4/19/22 18:06,4/19/22 18:06
77049895,USFS 1079,,,0.003,0.012,16.7,1.5,323,18.9,27,14,13.9,23.1,0,,PM 2.5,4/19/22 19:05,4/19/22 19:06,4/19/22 19:06
77050891,USFS 1079,,,0.007,-0.001,16.7,1.5,280,20,26,12,13.8,26.7,0,,PM 2.5,4/19/22 20:05,4/19/22 20:05,4/19/22 20:05
77052420,USFS 1079,,,0,0,16.7,1.4,354,20.8,23,11,13.8,28.3,0,,PM 2.5,4/19/22 21:05,4/19/22 21:05,4/19/22 21:05
77053742,USFS 1079,,,0.005,0.01,16.7,1.4,9,21,21,10,13.8,28.4,0,,PM 2.5,4/19/22 22:06,4/19/22 22:07,4/19/22 22:07
77055420,USFS 1079,,,0.001,0.001,16.7,1.3,12,20.1,23,11,13.9,26.4,0,,PM 2.5,4/19/22 23:05,4/19/22 23:06,4/19/22 23:06
77056656,USFS 1079,,,0.007,0.003,16.7,0.6,323,18.5,29,14,13.9,23.1,0,,PM 2.5,4/20/22 0:05,4/20/22 0:06,4/20/22 0:06
77057363,USFS 1079,,,-0.003,0.003,16.6,0.3,223,16,37,18,13.9,20.6,0,,PM 2.5,4/20/22 1:05,4/20/22 1:06,4/20/22 1:06
77057865,USFS 1079,,,0.018,0.016,16.7,0.3,193,13,63,27,13.9,17.7,0,,PM 2.5,4/20/22 2:05,4/20/22 2:06,4/20/22 2:06
77058386,USFS 1079,,,0.015,0.013,16.7,0.3,204,11.2,80,34,13.9,15.5,0,,PM 2.5,4/20/22 3:05,4/20/22 3:06,4/20/22 3:06
77058892,USFS 1079,,,0.013,0.016,16.7,0.3,164,9.6,89,39,13.9,13.7,0,,PM 2.5,4/20/22 4:05,4/20/22 4:06,4/20/22 4:06
77059459,USFS 1079,,,0.02,0.017,16.7,0.3,194,8.9,91,40,13.8,12.8,0,,PM 2.5,4/20/22 5:06,4/20/22 5:09,4/20/22 5:09
77059909,USFS 1079,,,0.007,0.008,16.7,0.3,231,8.4,92,39,13.8,12.4,0,,PM 2.5,4/20/22 6:05,4/20/22 6:05,4/20/22 6:05
77060378,USFS 1079,,,0.012,0.01,16.7,0.3,170,7.4,93,38,13.8,11.7,0,,PM 2.5,4/20/22 7:05,4/20/22 7:06,4/20/22 7:06
77060853,USFS 1079,,,0.006,0.009,16.7,0.3,304,6.6,93,40,13.8,10.7,0,,PM 2.5,4/20/22 8:05,4/20/22 8:05,4/20/22 8:05
77061313,USFS 1079,,,0.009,0.01,16.7,0.5,31,6.2,93,41,13.8,10,0,,PM 2.5,4/20/22 9:05,4/20/22 9:05,4/20/22 9:05
77061862,USFS 1079,,,0.002,-0.002,16.7,0.6,40,6,92,41,13.8,9.5,0,,PM 2.5,4/20/22 10:05,4/20/22 10:06,4/20/22 10:06
77063385,USFS 1079,,,0.005,0.006,16.7,0.7,31,6,87,40,13.8,9.2,0,,PM 2.5,4/20/22 11:05,4/20/22 11:06,4/20/22 11:06
77065210,USFS 1079,,,-0.002,-0.005,16.7,0.7,82,6.4,83,38,13.8,9.4,0,,PM 2.5,4/20/22 12:05,4/20/22 12:05,4/20/22 12:05
77067192,USFS 1079,,,-0.002,0.002,16.7,0.7,84,9.6,65,33,13.8,11.1,0,,PM 2.5,4/20/22 13:05,4/20/22 13:05,4/20/22 13:05
77068262,USFS 1079,,,0,0,16.7,1.2,89,14,50,27,13.8,14.8,0,,PM 2.5,4/20/22 14:05,4/20/22 14:05,4/20/22 14:05
77068983,USFS 1079,,,0.007,0.007,16.7,1.3,112,17.2,36,20,13.8,18.5,0,,PM 2.5,4/20/22 15:05,4/20/22 15:06,4/20/22 15:06
77069700,USFS 1079,,,0.008,0.003,16.7,1.7,109,19.6,30,17,13.8,21.1,0,,PM 2.5,4/20/22 16:05,4/20/22 16:06,4/20/22 16:06
77070618,USFS 1079,,,0.005,0.007,16.7,1.5,130,21.3,27,15,13.8,23.1,0,,PM 2.5,4/20/22 17:05,4/20/22 17:06,4/20/22 17:06
77071802,USFS 1079,,,0.006,0.005,16.7,1.3,124,23.3,24,13,13.7,25.6,0,,PM 2.5,4/20/22 18:05,4/20/22 18:05,4/20/22 18:05
77073059,USFS 1079,,,-0.005,-0.003,16.7,1.5,122,25.1,23,12,13.7,29.4,0,,PM 2.5,4/20/22 19:05,4/20/22 19:06,4/20/22 19:06
77074219,USFS 1079,,,0.006,0.005,16.7,1.2,121,26.9,23,10,13.7,33.5,0,,PM 2.5,4/20/22 20:05,4/20/22 20:06,4/20/22 20:06
77075498,USFS 1079,,,0.013,0.012,16.7,1.4,123,26.7,26,11,13.6,34.3,0,,PM 2.5,4/20/22 21:05,4/20/22 21:06,4/20/22 21:06
77076728,USFS 1079,,,0.009,0.006,16.7,1,136,26.4,30,12,13.6,33.7,0,,PM 2.5,4/20/22 22:05,4/20/22 22:05,4/20/22 22:05
77078982,USFS 1079,,,0.008,0.012,16.7,0.9,125,24.7,35,15,13.6,31.1,0,,PM 2.5,4/20/22 23:05,4/20/22 23:06,4/20/22 23:06
77080503,USFS 1079,32.37075,-84.84055,,,,,,,,,,,,13,,4/20/22 23:56,4/20/22 23:56,4/20/22 23:56
77080716,USFS 1079,,,0.006,0.006,16.7,0.7,136,22.8,43,18,13.7,27.8,0,,PM 2.5,4/21/22 0:05,4/21/22 0:05,4/21/22 0:05
77081650,USFS 1079,,,0.012,0.009,16.6,0.3,215,20.1,55,24,13.9,25.2,0,,PM 2.5,4/21/22 1:05,4/21/22 1:06,4/21/22 1:06
77082203,USFS 1079,,,0.012,0.011,16.7,0.3,204,17.9,67,29,13.9,22.3,0,,PM 2.5,4/21/22 2:05,4/21/22 2:06,4/21/22 2:06
77082824,USFS 1079,,,0.013,0.017,16.7,0.7,131,17.2,69,32,13.9,20.5,0,,PM 2.5,4/21/22 3:05,4/21/22 3:06,4/21/22 3:06
77083373,USFS 1079,,,0.009,0.003,16.7,0.7,132,17.3,70,34,13.9,19.6,0,,PM 2.5,4/21/22 4:05,4/21/22 4:05,4/21/22 4:05
77083864,USFS 1079,,,0.009,0.014,16.7,0.9,122,17,72,36,13.9,19.3,0,,PM 2.5,4/21/22 5:05,4/21/22 5:06,4/21/22 5:06
77084303,USFS 1079,,,0.011,0.008,16.7,0.8,126,16.5,78,38,13.9,18.8,0,,PM 2.5,4/21/22 6:06,4/21/22 6:07,4/21/22 6:07
77084725,USFS 1079,,,0.006,0.008,16.7,0.8,120,16.3,81,40,13.9,18.6,0,,PM 2.5,4/21/22 7:05,4/21/22 7:05,4/21/22 7:05
77085157,USFS 1079,,,0.014,0.014,16.7,0.7,127,15.7,83,41,13.9,18.2,0,,PM 2.5,4/21/22 8:05,4/21/22 8:05,4/21/22 8:05
77085644,USFS 1079,,,0.012,0.011,16.7,0.6,123,15,86,41,13.9,17.7,0,,PM 2.5,4/21/22 9:07,4/21/22 9:08,4/21/22 9:08
77086104,USFS 1079,,,0.015,0.017,16.7,0.6,99,14.3,88,43,13.9,17,0,,PM 2.5,4/21/22 10:05,4/21/22 10:05,4/21/22 10:05
77087495,USFS 1079,,,0.009,0.01,16.7,0.9,98,14.2,89,44,13.9,16.6,0,,PM 2.5,4/21/22 11:05,4/21/22 11:05,4/21/22 11:05
77089012,USFS 1079,,,0.002,0,16.7,0.7,177,14.9,87,44,13.9,16.9,0,,PM 2.5,4/21/22 12:05,4/21/22 12:05,4/21/22 12:05
77090720,USFS 1079,,,0.002,0.001,16.7,0.9,112,16,83,42,13.9,18.2,0,,PM 2.5,4/21/22 13:05,4/21/22 13:05,4/21/22 13:05
77091633,USFS 1079,,,-0.002,0,16.7,0.7,127,17.2,79,39,13.9,19.5,0,,PM 2.5,4/21/22 14:05,4/21/22 14:06,4/21/22 14:06
77092335,USFS 1079,,,-0.004,-0.002,16.7,0.9,113,19.1,71,36,13.9,21.4,0,,PM 2.5,4/21/22 15:05,4/21/22 15:08,4/21/22 15:08
77093241,USFS 1079,,,-0.005,-0.005,16.7,1.2,128,22,59,31,13.9,23.6,0,,PM 2.5,4/21/22 16:05,4/21/22 16:05,4/21/22 16:05
77093991,USFS 1079,,,0.006,0.008,16.7,1.2,168,24.3,49,26,13.9,26.7,0,,PM 2.5,4/21/22 17:05,4/21/22 17:06,4/21/22 17:06
77094946,USFS 1079,,,0.003,-0.001,16.7,1.2,152,25.4,42,22,13.9,28.4,0,,PM 2.5,4/21/22 18:05,4/21/22 18:07,4/21/22 18:07
77095966,USFS 1079,,,-0.003,-0.002,16.7,1.4,111,27.3,37,19,13.8,31.5,0,,PM 2.5,4/21/22 19:05,4/21/22 19:05,4/21/22 19:05
77096914,USFS 1079,,,0.006,0.008,16.7,1.2,132,28.8,34,16,13.8,35.3,0,,PM 2.5,4/21/22 20:05,4/21/22 20:05,4/21/22 20:05
77097805,USFS 1079,,,0.004,0,16.7,1.1,137,29.1,33,15,13.8,36.4,0,,PM 2.5,4/21/22 21:05,4/21/22 21:05,4/21/22 21:05
77099166,USFS 1079,,,0.007,0.011,16.7,1.2,112,28.6,34,16,13.8,35.8,0,,PM 2.5,4/21/22 22:05,4/21/22 22:05,4/21/22 22:05
77100590,USFS 1079,,,0.007,0.012,16.7,1,123,27.3,37,18,13.8,33.7,0,,PM 2.5,4/21/22 23:05,4/21/22 23:05,4/21/22 23:05
77101817,USFS 1079,,,0.007,0.001,16.7,0.5,148,25,47,21,13.8,30,0,,PM 2.5,4/22/22 0:05,4/22/22 0:08,4/22/22 0:08
77102345,USFS 1079,,,0.005,0.01,16.6,0.3,199,22.1,61,26,13.9,26.7,0,,PM 2.5,4/22/22 1:05,4/22/22 1:06,4/22/22 1:06
77102780,USFS 1079,,,0.007,0.006,16.7,0.5,120,20.2,68,31,13.9,24.1,0,,PM 2.5,4/22/22 2:05,4/22/22 2:05,4/22/22 2:05
77103231,USFS 1079,,,0.014,0.011,16.7,0.5,104,18.8,75,35,13.9,22.2,0,,PM 2.5,4/22/22 3:05,4/22/22 3:06,4/22/22 3:06
77103703,USFS 1079,,,0.011,0.011,16.7,0.4,135,17.8,81,38,13.9,20.9,0,,PM 2.5,4/22/22 4:05,4/22/22 4:06,4/22/22 4:06
77104137,USFS 1079,,,0.007,0.01,16.7,0.3,142,16.7,84,39,13.9,20,0,,PM 2.5,4/22/22 5:05,4/22/22 5:05,4/22/22 5:05
77104654,USFS 1079,,,0.017,0.015,16.7,0.3,226,15.9,87,40,13.9,19.4,0,,PM 2.5,4/22/22 6:05,4/22/22 6:05,4/22/22 6:05
77105152,USFS 1079,,,0.014,0.011,16.7,0.3,225,14.9,91,41,13.9,18.7,0,,PM 2.5,4/22/22 7:05,4/22/22 7:05,4/22/22 7:05
77105592,USFS 1079,,,0.01,0.015,16.7,0.3,223,14.6,92,42,13.9,18.1,0,,PM 2.5,4/22/22 8:05,4/22/22 8:05,4/22/22 8:05
77106056,USFS 1079,,,0.011,0.009,16.7,0.3,202,14.5,91,42,13.9,17.9,0,,PM 2.5,4/22/22 9:05,4/22/22 9:08,4/22/22 9:08
77106612,USFS 1079,,,0.015,0.013,16.7,0.3,164,13.9,93,43,13.9,17.4,0,,PM 2.5,4/22/22 10:05,4/22/22 10:06,4/22/22 10:06
77107795,USFS 1079,,,0.009,0.01,16.7,0.3,276,13.1,93,42,13.9,16.7,0,,PM 2.5,4/22/22 11:05,4/22/22 11:05,4/22/22 11:05
77109912,USFS 1079,,,-0.005,-0.003,16.7,0.7,343,13.2,94,44,13.8,16.6,0,,PM 2.5,4/22/22 12:05,4/22/22 12:05,4/22/22 12:05
77111595,USFS 1079,,,0.021,0.019,16.7,0.8,9,15,89,45,13.8,17.6,0,,PM 2.5,4/22/22 13:05,4/22/22 13:06,4/22/22 13:06
77112564,USFS 1079,,,-0.005,-0.005,16.7,0.9,37,17.9,79,41,13.9,19.4,0,,PM 2.5,4/22/22 14:05,4/22/22 14:06,4/22/22 14:06
77113251,USFS 1079,,,-0.005,-0.005,16.7,0.8,150,20.9,66,34,13.9,22.4,0,,PM 2.5,4/22/22 15:05,4/22/22 15:06,4/22/22 15:06
77114024,USFS 1079,,,-0.002,-0.001,16.7,1.3,114,23.7,53,29,13.9,25.1,0,,PM 2.5,4/22/22 16:05,4/22/22 16:05,4/22/22 16:05
77115076,USFS 1079,,,-0.001,0.004,16.7,1.4,111,25.8,43,24,13.8,27.3,0,,PM 2.5,4/22/22 17:05,4/22/22 17:06,4/22/22 17:06
77116251,USFS 1079,,,0.007,0.004,16.7,1.2,143,27.3,37,21,13.8,29.5,0,,PM 2.5,4/22/22 18:05,4/22/22 18:05,4/22/22 18:05
77117501,USFS 1079,,,0.006,0.003,16.7,1.3,114,29.1,33,17,13.8,33.1,0,,PM 2.5,4/22/22 19:05,4/22/22 19:06,4/22/22 19:06
77118385,USFS 1079,,,0.003,0.005,16.7,1.2,124,30.7,30,14,13.7,36.7,0,,PM 2.5,4/22/22 20:05,4/22/22 20:05,4/22/22 20:05
77119273,USFS 1079,,,0.011,0.012,16.7,1.3,100,30.5,30,14,13.7,38,0,,PM 2.5,4/22/22 21:05,4/22/22 21:05,4/22/22 21:05
77120814,USFS 1079,,,0.001,0.002,16.7,1.1,106,30.2,30,14,13.8,36.9,0,,PM 2.5,4/22/22 22:05,4/22/22 22:06,4/22/22 22:06
77122683,USFS 1079,,,0.012,0.014,16.7,0.9,139,29.1,32,15,13.8,35.7,0,,PM 2.5,4/22/22 23:05,4/22/22 23:06,4/22/22 23:06
77123952,USFS 1079,32.37078,-84.84068,,,,,,,,,,,,12.5,,4/22/22 23:56,4/22/22 23:56,4/22/22 23:56
77124107,USFS 1079,,,0.009,0.006,16.7,0.5,157,26.7,41,19,13.8,31.8,0,,PM 2.5,4/23/22 0:05,4/23/22 0:05,4/23/22 0:05
77124905,USFS 1079,,,0.005,0.009,16.6,0.3,240,23.5,54,23,13.9,28.5,0,,PM 2.5,4/23/22 1:05,4/23/22 1:05,4/23/22 1:05
77125604,USFS 1079,,,0.009,0.008,16.7,0.3,214,21,67,29,13.9,25.7,0,,PM 2.5,4/23/22 2:05,4/23/22 2:05,4/23/22 2:05
77126288,USFS 1079,,,0.011,0.012,16.7,0.3,210,19.1,79,34,13.8,23.5,0,,PM 2.5,4/23/22 3:05,4/23/22 3:05,4/23/22 3:05
77126786,USFS 1079,,,0.014,0.013,16.7,0.3,208,17.9,86,37,13.8,22.1,0,,PM 2.5,4/23/22 4:05,4/23/22 4:05,4/23/22 4:05
