MasterTable_ID,Alias,Latitude,Longitude,COncRT,ConcHr,Flow,W/S,W/D,AT,RHx,RHi,BV,FT,Alarm,Oceaneering Unit Voltage,Type,TimeStamp,PDate
76886365,USFS 1078,,,0.009,0.009,16.7,1.5,175,21.0,41,20,13.9,29.6,0,,PM 2.5,4/11/2022 6:05:13 PM,4/11/2022 6:06:00 PM
76887328,USFS 1078,,,0.006,0.003,16.7,1.8,158,22.7,36,19,13.8,31.4,0,,PM 2.5,4/11/2022 7:05:13 PM,4/11/2022 7:05:00 PM
76888305,USFS 1078,,,0.031,0.030,16.7,1.5,170,23.2,37,18,13.8,32.5,0,,PM 2.5,4/11/2022 8:05:14 PM,4/11/2022 8:05:00 PM
76889449,USFS 1078,,,0.021,0.023,16.7,1.1,193,22.4,41,20,13.8,30.7,0,,PM 2.5,4/11/2022 9:05:13 PM,4/11/2022 9:05:00 PM
76891239,USFS 1078,,,0.009,0.012,16.7,1.5,180,21.8,44,22,13.8,29.7,0,,PM 2.5,4/11/2022 10:05:13 PM,4/11/2022 10:06:00 PM
76892934,USFS 1078,,,0.007,-0.000,16.7,1.5,180,20.7,48,25,13.8,27.6,0,,PM 2.5,4/11/2022 11:05:13 PM,4/11/2022 11:05:00 PM
76894163,USFS 1078,32.45253,-84.77654,,,,,,,,,,,,13.0,,4/11/2022 11:56:06 PM,4/11/2022 11:56:00 PM
76894375,USFS 1078,,,0.012,0.013,16.7,1.0,190,19.6,55,28,13.8,25.9,0,,PM 2.5,4/12/2022 12:05:13 AM,4/12/2022 12:05:00 AM
76895120,USFS 1078,,,0.011,0.011,16.6,0.7,311,17.5,65,33,13.9,24.2,0,,PM 2.5,4/12/2022 1:05:13 AM,4/12/2022 1:05:00 AM
76895590,USFS 1078,,,0.007,0.008,16.7,1.2,124,17.1,67,37,13.9,22.8,0,,PM 2.5,4/12/2022 2:05:14 AM,4/12/2022 2:05:00 AM
76896020,USFS 1078,,,0.006,0.005,16.7,1.1,122,17.3,65,37,13.9,22.3,0,,PM 2.5,4/12/2022 3:05:14 AM,4/12/2022 3:05:00 AM
76896472,USFS 1078,,,0.008,0.011,16.7,0.8,118,17.3,65,37,13.9,22.3,0,,PM 2.5,4/12/2022 4:05:14 AM,4/12/2022 4:05:00 AM
76896999,USFS 1078,,,0.014,0.010,16.7,0.6,17,16.4,70,38,13.9,22.1,0,,PM 2.5,4/12/2022 5:05:14 AM,4/12/2022 5:05:00 AM
76897530,USFS 1078,,,0.022,0.029,16.7,0.4,231,14.3,80,42,13.9,20.6,0,,PM 2.5,4/12/2022 6:06:31 AM,4/12/2022 6:07:00 AM
76897995,USFS 1078,,,-0.005,-0.005,16.7,0.8,321,13.5,85,45,13.7,20.5,0,,PM 2.5,4/12/2022 7:05:14 AM,4/12/2022 7:05:00 AM
76898439,USFS 1078,,,0.027,0.045,16.7,0.4,280,12.0,90,45,13.8,19.8,0,,PM 2.5,4/12/2022 8:05:14 AM,4/12/2022 8:05:00 AM
76898880,USFS 1078,,,0.013,-0.004,16.7,0.4,25,11.2,91,45,13.8,18.9,0,,PM 2.5,4/12/2022 9:05:13 AM,4/12/2022 9:05:00 AM
76899434,USFS 1078,,,0.006,0.013,16.7,0.4,351,10.8,92,45,13.7,19.0,0,,PM 2.5,4/12/2022 10:05:14 AM,4/12/2022 10:06:00 AM
76900713,USFS 1078,,,0.011,0.013,16.7,0.4,37,10.5,92,45,13.7,18.7,0,,PM 2.5,4/12/2022 11:05:13 AM,4/12/2022 11:05:00 AM
76902281,USFS 1078,,,0.006,-0.001,16.7,0.3,321,10.0,92,45,13.8,18.1,0,,PM 2.5,4/12/2022 12:05:14 PM,4/12/2022 12:05:00 PM
76904076,USFS 1078,,,0.016,0.020,16.7,0.8,107,13.1,89,44,13.7,21.3,0,,PM 2.5,4/12/2022 1:05:14 PM,4/12/2022 1:05:00 PM
76904976,USFS 1078,,,-0.005,-0.005,16.7,1.3,99,17.6,72,37,13.9,24.4,0,,PM 2.5,4/12/2022 2:05:13 PM,4/12/2022 2:07:00 PM
76905819,USFS 1078,,,0.004,0.006,16.7,1.3,141,21.7,56,28,13.8,29.7,0,,PM 2.5,4/12/2022 3:05:13 PM,4/12/2022 3:05:00 PM
76906833,USFS 1078,,,0.007,0.007,16.7,1.9,161,23.4,50,23,13.8,33.1,0,,PM 2.5,4/12/2022 4:05:13 PM,4/12/2022 4:05:00 PM
76907738,USFS 1078,,,0.005,0.002,16.7,2.2,167,25.0,47,22,13.8,34.5,0,,PM 2.5,4/12/2022 5:05:13 PM,4/12/2022 5:05:00 PM
76908735,USFS 1078,,,0.008,0.013,16.7,2.7,158,25.8,45,22,13.8,34.6,0,,PM 2.5,4/12/2022 6:05:13 PM,4/12/2022 6:05:00 PM
76909757,USFS 1078,,,0.033,0.031,16.7,2.2,169,27.0,42,21,13.8,35.8,0,,PM 2.5,4/12/2022 7:05:13 PM,4/12/2022 7:06:00 PM
76910628,USFS 1078,,,-0.005,-0.005,16.7,2.5,169,27.5,41,20,13.8,36.5,0,,PM 2.5,4/12/2022 8:05:13 PM,4/12/2022 8:06:00 PM
76911932,USFS 1078,,,0.009,0.008,16.7,1.9,185,27.8,40,19,13.8,37.5,0,,PM 2.5,4/12/2022 9:05:14 PM,4/12/2022 9:05:00 PM
76913317,USFS 1078,,,-0.005,-0.005,16.7,2.0,182,27.1,41,19,13.8,36.7,0,,PM 2.5,4/12/2022 10:05:13 PM,4/12/2022 10:05:00 PM
76914820,USFS 1078,,,0.011,0.011,16.7,1.9,176,26.1,44,22,13.8,34.6,0,,PM 2.5,4/12/2022 11:05:14 PM,4/12/2022 11:05:00 PM
76916010,USFS 1078,,,0.015,0.016,16.7,0.9,188,24.4,50,25,13.8,31.4,0,,PM 2.5,4/13/2022 12:05:13 AM,4/13/2022 12:05:00 AM
76916771,USFS 1078,,,0.014,0.016,16.6,0.3,284,20.7,64,31,13.9,28.6,0,,PM 2.5,4/13/2022 1:05:14 AM,4/13/2022 1:05:00 AM
76917266,USFS 1078,,,0.013,0.010,16.7,0.6,118,19.6,69,36,13.9,25.7,0,,PM 2.5,4/13/2022 2:05:14 AM,4/13/2022 2:05:00 AM
76918273,USFS 1078,,,0.020,0.014,16.7,1.2,132,18.9,71,40,13.9,23.7,0,,PM 2.5,4/13/2022 4:05:14 AM,4/13/2022 4:05:00 AM
76918810,USFS 1078,,,0.015,0.018,16.7,1.3,178,19.4,69,40,13.9,23.7,0,,PM 2.5,4/13/2022 5:05:13 AM,4/13/2022 5:05:00 AM
76919259,USFS 1078,,,0.018,0.019,16.7,1.0,183,18.7,69,40,13.9,23.6,0,,PM 2.5,4/13/2022 6:05:13 AM,4/13/2022 6:05:00 AM
76919728,USFS 1078,,,0.018,0.021,16.7,0.4,163,17.0,78,41,13.9,23.1,0,,PM 2.5,4/13/2022 7:05:13 AM,4/13/2022 7:06:00 AM
76920164,USFS 1078,,,0.022,0.016,16.7,0.3,259,16.1,81,42,13.9,22.7,0,,PM 2.5,4/13/2022 8:05:14 AM,4/13/2022 8:05:00 AM
76920628,USFS 1078,,,0.018,0.021,16.7,0.4,120,15.9,83,43,13.9,22.5,0,,PM 2.5,4/13/2022 9:05:14 AM,4/13/2022 9:05:00 AM
76921207,USFS 1078,,,0.008,0.016,16.7,0.9,94,15.9,83,45,13.8,22.1,0,,PM 2.5,4/13/2022 10:05:14 AM,4/13/2022 10:05:00 AM
76922604,USFS 1078,,,0.008,-0.005,16.7,0.8,104,15.4,86,45,13.7,22.3,0,,PM 2.5,4/13/2022 11:05:14 AM,4/13/2022 11:05:00 AM
76924025,USFS 1078,,,0.005,0.026,16.7,0.9,86,15.7,85,45,13.8,22.6,0,,PM 2.5,4/13/2022 12:05:14 PM,4/13/2022 12:06:00 PM
76925767,USFS 1078,,,0.024,0.009,16.7,0.9,306,16.5,83,45,13.8,22.9,0,,PM 2.5,4/13/2022 1:05:14 PM,4/13/2022 1:05:00 PM
76926979,USFS 1078,,,-0.000,0.005,16.7,0.8,326,17.8,79,43,13.8,23.8,0,,PM 2.5,4/13/2022 2:05:14 PM,4/13/2022 2:05:00 PM
76927846,USFS 1078,,,-0.005,-0.005,16.7,1.3,155,20.4,70,37,13.8,27.2,0,,PM 2.5,4/13/2022 3:05:13 PM,4/13/2022 3:05:00 PM
76928644,USFS 1078,,,0.002,-0.002,16.7,1.8,154,21.4,66,33,13.8,28.9,0,,PM 2.5,4/13/2022 4:05:13 PM,4/13/2022 4:06:00 PM
76929441,USFS 1078,,,-0.002,-0.000,16.7,2.0,160,23.0,59,30,13.8,30.5,0,,PM 2.5,4/13/2022 5:05:13 PM,4/13/2022 5:05:00 PM
76930348,USFS 1078,,,0.003,-0.000,16.7,1.7,166,23.5,57,28,13.8,31.3,0,,PM 2.5,4/13/2022 6:05:13 PM,4/13/2022 6:05:00 PM
76931557,USFS 1078,,,0.009,0.011,16.7,2.4,166,24.1,55,27,13.8,31.9,0,,PM 2.5,4/13/2022 7:05:13 PM,4/13/2022 7:06:00 PM
76932945,USFS 1078,,,-0.002,-0.004,16.7,2.7,159,25.3,52,26,13.8,32.6,0,,PM 2.5,4/13/2022 8:05:13 PM,4/13/2022 8:05:00 PM
76934735,USFS 1078,,,0.009,0.013,16.7,3.8,147,25.6,50,25,13.8,33.0,0,,PM 2.5,4/13/2022 9:06:31 PM,4/13/2022 9:07:00 PM
76936502,USFS 1078,,,0.015,0.013,16.7,3.0,158,25.4,52,27,13.8,32.1,0,,PM 2.5,4/13/2022 10:05:14 PM,4/13/2022 10:05:00 PM
76937917,USFS 1078,,,0.035,0.037,16.7,2.8,157,24.7,55,28,13.8,31.4,0,,PM 2.5,4/13/2022 11:05:14 PM,4/13/2022 11:05:00 PM
76938927,USFS 1078,32.45254,-84.77652,,,,,,,,,,,,12.4,,4/13/2022 11:56:06 PM,4/13/2022 11:56:00 PM
76939063,USFS 1078,,,0.026,0.024,16.7,2.5,153,23.7,55,30,13.8,29.6,0,,PM 2.5,4/14/2022 12:05:13 AM,4/14/2022 12:06:00 AM
76939763,USFS 1078,,,0.029,0.035,16.6,1.9,152,22.0,61,36,13.9,27.1,0,,PM 2.5,4/14/2022 1:05:13 AM,4/14/2022 1:05:00 AM
76940601,USFS 1078,,,0.021,0.018,16.7,1.6,153,20.9,62,37,13.9,25.5,0,,PM 2.5,4/14/2022 2:05:14 AM,4/14/2022 2:05:00 AM
76941064,USFS 1078,,,0.026,0.024,16.7,1.3,161,19.7,67,40,13.9,24.4,0,,PM 2.5,4/14/2022 3:05:14 AM,4/14/2022 3:05:00 AM
76941528,USFS 1078,,,0.009,0.009,16.7,0.8,174,18.7,73,42,13.9,23.7,0,,PM 2.5,4/14/2022 4:05:14 AM,4/14/2022 4:05:00 AM
76941968,USFS 1078,,,0.008,0.014,16.7,1.6,162,18.8,75,44,13.9,23.6,0,,PM 2.5,4/14/2022 5:05:14 AM,4/14/2022 5:06:00 AM
76942403,USFS 1078,,,0.016,0.008,16.7,1.2,183,18.7,77,45,13.9,24.0,0,,PM 2.5,4/14/2022 6:05:13 AM,4/14/2022 6:05:00 AM
76942847,USFS 1078,,,-0.003,-0.005,16.7,1.6,176,18.8,79,45,13.7,25.2,0,,PM 2.5,4/14/2022 7:05:13 AM,4/14/2022 7:05:00 AM
76943306,USFS 1078,,,0.017,0.018,16.7,1.6,182,18.1,86,45,13.6,26.5,0,,PM 2.5,4/14/2022 8:05:13 AM,4/14/2022 8:05:00 AM
76943876,USFS 1078,,,-0.005,-0.005,16.7,1.2,171,17.3,87,45,13.6,25.9,0,,PM 2.5,4/14/2022 9:05:13 AM,4/14/2022 9:05:00 AM
76944452,USFS 1078,,,0.012,0.014,16.7,1.7,166,17.4,89,45,13.5,26.8,0,,PM 2.5,4/14/2022 10:05:13 AM,4/14/2022 10:05:00 AM
76945797,USFS 1078,,,0.008,-0.002,16.7,0.3,166,17.5,84,45,13.6,25.8,0,,PM 2.5,4/14/2022 11:05:13 AM,4/14/2022 11:05:00 AM
76947358,USFS 1078,,,0.017,0.019,16.7,0.3,325,17.2,84,45,13.7,24.9,0,,PM 2.5,4/14/2022 12:05:13 PM,4/14/2022 12:05:00 PM
76949276,USFS 1078,,,0.009,0.011,16.7,0.3,277,17.5,82,44,13.9,24.4,0,,PM 2.5,4/14/2022 1:05:13 PM,4/14/2022 1:05:00 PM
76950196,USFS 1078,,,-0.005,-0.004,16.7,0.3,260,18.6,77,42,13.9,25.1,0,,PM 2.5,4/14/2022 2:05:13 PM,4/14/2022 2:05:00 PM
76951345,USFS 1078,,,-0.005,-0.004,16.7,0.3,225,19.5,74,40,13.9,26.1,0,,PM 2.5,4/14/2022 3:05:13 PM,4/14/2022 3:05:00 PM
76952483,USFS 1078,,,-0.005,-0.005,16.7,0.3,262,21.1,68,36,13.9,28.0,0,,PM 2.5,4/14/2022 4:05:13 PM,4/14/2022 4:06:00 PM
76953775,USFS 1078,,,0.004,0.005,16.7,1.3,283,22.0,65,33,13.9,29.9,0,,PM 2.5,4/14/2022 5:05:14 PM,4/14/2022 5:05:00 PM
76954750,USFS 1078,,,0.002,0.007,16.7,1.1,233,22.5,62,31,13.9,30.3,0,,PM 2.5,4/14/2022 6:05:14 PM,4/14/2022 6:05:00 PM
76955987,USFS 1078,,,0.005,-0.003,16.7,1.6,176,23.5,58,29,13.9,31.7,0,,PM 2.5,4/14/2022 7:05:14 PM,4/14/2022 7:05:00 PM
76957238,USFS 1078,,,-0.005,-0.004,16.7,1.6,186,23.8,59,29,13.9,31.9,0,,PM 2.5,4/14/2022 8:05:14 PM,4/14/2022 8:05:00 PM
76958680,USFS 1078,,,0.002,0.008,16.7,1.3,194,24.5,55,27,13.8,33.2,0,,PM 2.5,4/14/2022 9:05:13 PM,4/14/2022 9:05:00 PM
76960106,USFS 1078,,,0.006,-0.002,16.7,1.3,199,25.3,47,23,13.8,34.3,0,,PM 2.5,4/14/2022 10:05:13 PM,4/14/2022 10:05:00 PM
76961801,USFS 1078,,,0.004,0.009,16.7,1.2,202,25.1,45,22,13.8,34.5,0,,PM 2.5,4/14/2022 11:05:13 PM,4/14/2022 11:05:00 PM
76962683,USFS 1078,,,0.010,0.009,16.7,0.6,230,22.6,45,23,13.9,30.7,0,,PM 2.5,4/15/2022 12:05:14 AM,4/15/2022 12:05:00 AM
76963241,USFS 1078,,,0.006,0.003,16.6,0.5,288,18.2,55,28,13.9,25.7,0,,PM 2.5,4/15/2022 1:05:14 AM,4/15/2022 1:05:00 AM
76963729,USFS 1078,,,0.008,0.008,16.7,0.5,293,15.9,60,32,13.9,21.9,0,,PM 2.5,4/15/2022 2:05:14 AM,4/15/2022 2:05:00 AM
76964187,USFS 1078,,,0.010,0.016,16.7,0.7,324,14.6,67,37,13.9,19.7,0,,PM 2.5,4/15/2022 3:05:13 AM,4/15/2022 3:05:00 AM
76964640,USFS 1078,,,-0.000,-0.003,16.7,1.0,337,15.1,56,36,13.9,18.8,0,,PM 2.5,4/15/2022 4:05:14 AM,4/15/2022 4:05:00 AM
76965096,USFS 1078,,,0.008,0.008,16.7,0.9,331,14.5,52,33,13.9,18.5,0,,PM 2.5,4/15/2022 5:05:14 AM,4/15/2022 5:05:00 AM
76965600,USFS 1078,,,0.007,0.006,16.7,0.9,326,13.7,51,32,13.9,17.8,0,,PM 2.5,4/15/2022 6:05:14 AM,4/15/2022 6:05:00 AM
76966053,USFS 1078,,,0.008,0.007,16.7,0.5,344,10.7,68,38,13.9,16.2,0,,PM 2.5,4/15/2022 7:05:14 AM,4/15/2022 7:05:00 AM
76966530,USFS 1078,,,0.011,0.016,16.7,0.4,324,8.7,75,41,13.9,14.2,0,,PM 2.5,4/15/2022 8:05:14 AM,4/15/2022 8:06:00 AM
76966971,USFS 1078,,,-0.003,-0.005,16.7,0.5,5,7.4,84,45,13.8,13.5,0,,PM 2.5,4/15/2022 9:05:13 AM,4/15/2022 9:06:00 AM
76967591,USFS 1078,,,0.003,0.005,16.7,0.4,323,6.4,87,45,13.8,13.3,0,,PM 2.5,4/15/2022 10:05:14 AM,4/15/2022 10:05:00 AM
76968621,USFS 1078,,,0.016,0.020,16.7,0.3,19,5.7,89,45,13.8,13.0,0,,PM 2.5,4/15/2022 11:05:13 AM,4/15/2022 11:05:00 AM
76970145,USFS 1078,,,-0.005,-0.005,16.7,0.4,2,5.4,89,45,13.7,12.9,0,,PM 2.5,4/15/2022 12:05:13 PM,4/15/2022 12:06:00 PM
76971222,USFS 1078,,,0.003,-0.003,16.7,1.2,29,11.0,64,38,13.9,16.2,0,,PM 2.5,4/15/2022 1:05:14 PM,4/15/2022 1:05:00 PM
76971852,USFS 1078,,,-0.001,0.003,16.7,2.2,32,15.0,49,29,13.9,20.3,0,,PM 2.5,4/15/2022 2:05:13 PM,4/15/2022 2:05:00 PM
76972559,USFS 1078,,,0.002,-0.004,16.7,2.3,46,19.4,37,22,13.9,25.2,0,,PM 2.5,4/15/2022 3:05:13 PM,4/15/2022 3:05:00 PM
76973172,USFS 1078,,,0.007,0.007,16.7,2.3,81,22.4,28,16,13.9,29.7,0,,PM 2.5,4/15/2022 4:05:14 PM,4/15/2022 4:06:00 PM
76973885,USFS 1078,,,0.004,0.009,16.7,2.4,77,23.8,25,14,13.9,31.9,0,,PM 2.5,4/15/2022 5:05:14 PM,4/15/2022 5:05:00 PM
76974664,USFS 1078,,,0.002,0.003,16.7,2.4,69,24.9,23,13,13.8,32.8,0,,PM 2.5,4/15/2022 6:05:13 PM,4/15/2022 6:05:00 PM
76975416,USFS 1078,,,0.005,0.008,16.7,2.0,91,26.2,21,12,13.8,34.2,0,,PM 2.5,4/15/2022 7:05:13 PM,4/15/2022 7:05:00 PM
76976057,USFS 1078,,,0.029,0.033,16.7,1.8,99,27.1,19,11,13.8,36.0,0,,PM 2.5,4/15/2022 8:05:14 PM,4/15/2022 8:05:00 PM
76976785,USFS 1078,,,-0.004,-0.005,16.7,2.1,96,26.9,19,11,13.8,36.6,0,,PM 2.5,4/15/2022 9:05:13 PM,4/15/2022 9:06:00 PM
76977899,USFS 1078,,,0.025,0.026,16.7,1.9,121,26.8,19,11,13.8,36.5,0,,PM 2.5,4/15/2022 10:05:14 PM,4/15/2022 10:05:00 PM
76979799,USFS 1078,,,-0.005,-0.005,16.7,1.9,120,26.1,21,12,13.8,35.0,0,,PM 2.5,4/15/2022 11:06:34 PM,4/15/2022 11:07:00 PM
76980720,USFS 1078,32.45255,-84.77652,,,,,,,,,,,,12.4,,4/15/2022 11:56:14 PM,4/15/2022 11:56:00 PM
76980859,USFS 1078,,,0.014,0.006,16.7,1.2,102,23.8,27,15,13.8,30.6,0,,PM 2.5,4/16/2022 12:05:14 AM,4/16/2022 12:05:00 AM
76981582,USFS 1078,,,0.015,0.008,16.6,0.5,327,18.8,45,22,13.9,26.1,0,,PM 2.5,4/16/2022 1:05:13 AM,4/16/2022 1:05:00 AM
76982055,USFS 1078,,,0.010,0.015,16.7,0.5,16,16.3,53,27,13.9,22.2,0,,PM 2.5,4/16/2022 2:05:14 AM,4/16/2022 2:05:00 AM
76982584,USFS 1078,,,0.011,0.010,16.7,0.5,72,14.4,60,30,13.9,20.2,0,,PM 2.5,4/16/2022 3:05:14 AM,4/16/2022 3:06:00 AM
76983067,USFS 1078,,,0.011,0.011,16.7,0.7,117,14.7,63,35,13.9,19.1,0,,PM 2.5,4/16/2022 4:05:14 AM,4/16/2022 4:05:00 AM
76983512,USFS 1078,,,0.012,0.010,16.7,1.5,118,17.1,66,41,13.9,20.4,0,,PM 2.5,4/16/2022 5:05:14 AM,4/16/2022 5:05:00 AM
76983924,USFS 1078,,,0.015,0.016,16.7,1.4,122,17.7,69,43,13.9,21.5,0,,PM 2.5,4/16/2022 6:05:13 AM,4/16/2022 6:05:00 AM
76984364,USFS 1078,,,0.014,0.017,16.7,0.3,140,17.4,73,45,13.9,21.8,0,,PM 2.5,4/16/2022 7:05:14 AM,4/16/2022 7:05:00 AM
76984891,USFS 1078,,,0.007,0.008,16.7,0.3,145,17.0,77,45,13.8,22.4,0,,PM 2.5,4/16/2022 8:05:14 AM,4/16/2022 8:05:00 AM
76985318,USFS 1078,,,0.011,0.010,16.7,0.3,142,16.4,80,45,13.8,22.7,0,,PM 2.5,4/16/2022 9:05:14 AM,4/16/2022 9:05:00 AM
76985879,USFS 1078,,,0.004,0.008,16.7,0.3,126,16.3,83,45,13.8,23.0,0,,PM 2.5,4/16/2022 10:05:13 AM,4/16/2022 10:05:00 AM
76986644,USFS 1078,,,-0.004,-0.002,16.7,0.3,137,15.9,86,45,13.6,23.8,0,,PM 2.5,4/16/2022 11:05:13 AM,4/16/2022 11:05:00 AM
76987634,USFS 1078,,,0.002,-0.005,16.7,0.3,343,15.5,91,46,13.5,24.9,0,,PM 2.5,4/16/2022 12:05:13 PM,4/16/2022 12:05:00 PM
76988356,USFS 1078,,,0.004,0.008,16.7,0.3,333,15.7,92,47,13.4,25.5,0,,PM 2.5,4/16/2022 1:05:13 PM,4/16/2022 1:05:00 PM
76988909,USFS 1078,,,0.006,0.005,16.7,0.3,344,16.1,92,48,13.4,25.8,0,,PM 2.5,4/16/2022 2:05:13 PM,4/16/2022 2:05:00 PM
76989591,USFS 1078,,,0.006,0.004,16.7,0.3,328,16.5,91,48,13.4,26.1,0,,PM 2.5,4/16/2022 3:05:13 PM,4/16/2022 3:05:00 PM
76990076,USFS 1078,,,0.005,0.005,16.7,0.3,163,16.8,91,46,13.4,27.1,0,,PM 2.5,4/16/2022 4:05:13 PM,4/16/2022 4:05:00 PM
76990599,USFS 1078,,,0.032,0.032,16.7,0.3,180,18.5,86,44,13.7,27.0,0,,PM 2.5,4/16/2022 5:05:14 PM,4/16/2022 5:05:00 PM
76991109,USFS 1078,,,-0.004,-0.005,16.7,0.3,176,21.3,77,40,13.9,28.6,0,,PM 2.5,4/16/2022 6:05:14 PM,4/16/2022 6:05:00 PM
76991756,USFS 1078,,,0.002,0.006,16.7,0.3,209,23.0,68,34,13.9,31.5,0,,PM 2.5,4/16/2022 7:05:14 PM,4/16/2022 7:06:00 PM
76992468,USFS 1078,,,0.010,0.007,16.7,1.0,205,22.6,69,33,13.9,31.4,0,,PM 2.5,4/16/2022 8:05:13 PM,4/16/2022 8:05:00 PM
76993736,USFS 1078,,,0.010,0.016,16.7,1.0,203,21.7,73,36,13.9,29.7,0,,PM 2.5,4/16/2022 9:05:13 PM,4/16/2022 9:06:00 PM
76995397,USFS 1078,,,0.012,0.009,16.7,0.3,254,21.0,79,40,13.9,28.2,0,,PM 2.5,4/16/2022 11:05:13 PM,4/16/2022 11:05:00 PM
76996130,USFS 1078,,,0.016,0.016,16.7,0.3,228,20.2,81,41,13.9,27.3,0,,PM 2.5,4/17/2022 12:05:14 AM,4/17/2022 12:05:00 AM
76996579,USFS 1078,,,0.013,0.011,16.6,0.3,250,19.1,85,45,13.9,26.3,0,,PM 2.5,4/17/2022 1:05:13 AM,4/17/2022 1:06:00 AM
76997052,USFS 1078,,,-0.005,-0.005,16.7,0.3,189,18.8,85,45,13.7,26.4,0,,PM 2.5,4/17/2022 2:05:13 AM,4/17/2022 2:05:00 AM
76997493,USFS 1078,,,0.019,0.022,16.7,0.5,211,17.9,90,45,13.7,26.6,0,,PM 2.5,4/17/2022 3:05:13 AM,4/17/2022 3:05:00 AM
76997938,USFS 1078,,,-0.005,-0.000,16.7,0.6,142,17.2,92,45,13.6,26.6,0,,PM 2.5,4/17/2022 4:05:13 AM,4/17/2022 4:05:00 AM
76998375,USFS 1078,,,0.009,0.004,16.7,0.6,336,16.2,92,45,13.6,25.8,0,,PM 2.5,4/17/2022 5:05:13 AM,4/17/2022 5:05:00 AM
76998797,USFS 1078,,,0.011,0.006,16.7,0.7,290,15.6,93,45,13.6,25.6,0,,PM 2.5,4/17/2022 6:05:14 AM,4/17/2022 6:05:00 AM
76999264,USFS 1078,,,0.001,0.005,16.7,0.4,293,15.5,93,45,13.7,25.1,0,,PM 2.5,4/17/2022 7:05:13 AM,4/17/2022 7:05:00 AM
76999698,USFS 1078,,,0.010,0.009,16.7,0.3,242,15.2,92,45,13.8,24.4,0,,PM 2.5,4/17/2022 8:05:14 AM,4/17/2022 8:05:00 AM
77000141,USFS 1078,,,-0.003,-0.001,16.7,0.5,159,15.2,93,45,13.7,24.6,0,,PM 2.5,4/17/2022 9:05:14 AM,4/17/2022 9:06:00 AM
77000580,USFS 1078,,,0.010,0.013,16.7,0.4,209,15.3,93,45,13.7,24.7,0,,PM 2.5,4/17/2022 10:05:14 AM,4/17/2022 10:06:00 AM
77001157,USFS 1078,,,0.002,-0.001,16.7,0.6,143,15.5,93,45,13.7,25.2,0,,PM 2.5,4/17/2022 11:05:14 AM,4/17/2022 11:05:00 AM
77001695,USFS 1078,,,0.002,0.002,16.7,0.6,168,15.8,93,45,13.7,25.4,0,,PM 2.5,4/17/2022 12:05:14 PM,4/17/2022 12:05:00 PM
77002146,USFS 1078,,,0.011,0.015,16.7,0.6,351,16.2,93,45,13.7,25.9,0,,PM 2.5,4/17/2022 1:05:13 PM,4/17/2022 1:05:00 PM
77002578,USFS 1078,,,0.007,-0.002,16.7,0.6,216,16.9,93,45,13.8,26.4,0,,PM 2.5,4/17/2022 2:05:13 PM,4/17/2022 2:05:00 PM
77003132,USFS 1078,,,0.008,0.012,16.7,1.1,37,18.0,92,44,13.8,27.6,0,,PM 2.5,4/17/2022 3:05:13 PM,4/17/2022 3:05:00 PM
77003587,USFS 1078,,,-0.005,-0.005,16.7,1.1,20,21.9,78,36,13.9,30.4,0,,PM 2.5,4/17/2022 4:05:13 PM,4/17/2022 4:06:00 PM
77004048,USFS 1078,,,0.007,0.007,16.7,1.2,316,25.2,57,27,13.9,34.7,0,,PM 2.5,4/17/2022 5:05:14 PM,4/17/2022 5:05:00 PM
77004500,USFS 1078,,,0.005,0.007,16.7,0.9,295,24.6,58,27,13.9,34.5,0,,PM 2.5,4/17/2022 6:05:13 PM,4/17/2022 6:05:00 PM
77005166,USFS 1078,,,0.010,0.013,16.7,0.6,259,23.4,65,30,13.9,32.3,0,,PM 2.5,4/17/2022 7:05:13 PM,4/17/2022 7:05:00 PM
77005756,USFS 1078,,,-0.005,-0.005,16.7,1.3,297,19.8,85,42,13.7,28.7,0,,PM 2.5,4/17/2022 8:05:13 PM,4/17/2022 8:05:00 PM
77006311,USFS 1078,,,0.004,0.005,16.7,1.5,159,17.9,91,47,13.4,27.7,0,,PM 2.5,4/17/2022 9:05:13 PM,4/17/2022 9:05:00 PM
77006852,USFS 1078,,,0.002,0.001,16.7,0.9,359,18.1,91,47,13.4,27.9,0,,PM 2.5,4/17/2022 10:05:13 PM,4/17/2022 10:05:00 PM
77007404,USFS 1078,,,0.019,0.015,16.7,0.3,78,18.0,91,45,13.6,27.9,0,,PM 2.5,4/17/2022 11:05:13 PM,4/17/2022 11:06:00 PM
77007913,USFS 1078,32.45253,-84.77654,,,,,,,,,,,,12.3,,4/17/2022 11:56:13 PM,4/17/2022 11:56:00 PM
77007980,USFS 1078,,,0.006,0.006,16.7,0.3,227,18.1,90,45,13.7,27.1,0,,PM 2.5,4/18/2022 12:05:13 AM,4/18/2022 12:05:00 AM
77008532,USFS 1078,,,0.013,0.003,16.6,0.3,212,17.7,92,45,13.6,27.4,0,,PM 2.5,4/18/2022 1:05:14 AM,4/18/2022 1:05:00 AM
77009225,USFS 1078,,,0.004,0.010,16.7,0.3,124,17.6,92,45,13.6,27.7,0,,PM 2.5,4/18/2022 2:05:14 AM,4/18/2022 2:06:00 AM
77009912,USFS 1078,,,0.003,0.001,16.7,0.3,117,17.3,92,45,13.7,27.0,0,,PM 2.5,4/18/2022 3:05:13 AM,4/18/2022 3:06:00 AM
