MasterTable_ID,Alias,Latitude,Longitude,COncRT,ConcHr,Flow,W/S,W/D,AT,RHx,RHi,BV,FT,Alarm,Oceaneering Unit Voltage,Type,TimeStamp,PDate
76506340,USFS 1078,,,0.020,0.015,16.6,2.6,128,22.4,45,27,14.0,27.7,0,,PM 2.5,3/23/2022 1:05:13 AM,3/23/2022 1:05:00 AM
76506939,USFS 1078,,,0.022,0.024,16.7,2.6,130,21.9,46,28,13.9,26.5,0,,PM 2.5,3/23/2022 2:05:13 AM,3/23/2022 2:05:00 AM
76507569,USFS 1078,,,0.024,0.027,16.7,2.8,135,21.6,49,29,13.9,26.4,0,,PM 2.5,3/23/2022 3:05:15 AM,3/23/2022 3:05:00 AM
76508205,USFS 1078,,,0.021,0.019,16.7,3.0,137,21.1,56,32,13.9,26.1,0,,PM 2.5,3/23/2022 4:05:13 AM,3/23/2022 4:05:00 AM
76508810,USFS 1078,,,0.025,0.027,16.7,2.8,138,20.1,64,37,13.9,24.7,0,,PM 2.5,3/23/2022 5:05:13 AM,3/23/2022 5:05:00 AM
76509403,USFS 1078,,,0.014,0.012,16.7,2.6,130,19.1,67,40,13.9,23.6,0,,PM 2.5,3/23/2022 6:05:13 AM,3/23/2022 6:05:00 AM
76509809,USFS 1078,,,0.012,0.014,16.7,1.5,139,19.2,70,40,13.9,23.9,0,,PM 2.5,3/23/2022 7:05:13 AM,3/23/2022 7:05:00 AM
76510191,USFS 1078,,,0.013,0.013,16.7,0.3,143,19.3,75,44,13.8,24.2,0,,PM 2.5,3/23/2022 8:05:13 AM,3/23/2022 8:05:00 AM
76510603,USFS 1078,,,-0.005,-0.005,16.7,0.3,138,19.2,80,45,13.6,26.0,0,,PM 2.5,3/23/2022 9:05:13 AM,3/23/2022 9:05:00 AM
76511029,USFS 1078,,,0.002,0.005,16.7,0.3,146,18.5,85,45,13.5,27.0,0,,PM 2.5,3/23/2022 10:05:13 AM,3/23/2022 10:05:00 AM
76512306,USFS 1078,,,0.002,0.004,16.7,0.3,149,18.3,90,48,13.5,27.2,0,,PM 2.5,3/23/2022 11:05:13 AM,3/23/2022 11:05:00 AM
76513677,USFS 1078,,,0.003,-0.003,16.7,0.3,161,18.9,90,48,13.5,27.8,0,,PM 2.5,3/23/2022 12:05:14 PM,3/23/2022 12:05:00 PM
76515665,USFS 1078,,,-0.000,0.002,16.7,0.3,138,19.1,91,49,13.4,28.2,0,,PM 2.5,3/23/2022 1:05:14 PM,3/23/2022 1:05:00 PM
76516592,USFS 1078,,,-0.000,0.001,16.7,0.3,151,19.5,91,47,13.5,28.9,0,,PM 2.5,3/23/2022 2:05:13 PM,3/23/2022 2:05:00 PM
76517532,USFS 1078,,,0.012,0.016,16.7,0.3,160,20.6,87,45,13.6,29.6,0,,PM 2.5,3/23/2022 3:05:13 PM,3/23/2022 3:05:00 PM
76518616,USFS 1078,,,0.021,0.014,16.7,0.3,158,21.8,82,44,13.8,28.8,0,,PM 2.5,3/23/2022 4:05:13 PM,3/23/2022 4:05:00 PM
76519328,USFS 1078,,,-0.001,0.001,16.7,0.3,161,22.6,76,41,13.9,28.9,0,,PM 2.5,3/23/2022 5:05:13 PM,3/23/2022 5:05:00 PM
76520417,USFS 1078,,,-0.004,-0.005,16.7,0.3,164,23.5,72,40,13.9,29.6,0,,PM 2.5,3/23/2022 6:05:13 PM,3/23/2022 6:05:00 PM
76521721,USFS 1078,,,-0.002,0.002,16.7,0.3,165,24.2,68,37,13.9,30.8,0,,PM 2.5,3/23/2022 7:05:13 PM,3/23/2022 7:05:00 PM
76522965,USFS 1078,,,-0.005,-0.002,16.7,0.3,167,24.2,65,35,13.9,30.3,0,,PM 2.5,3/23/2022 8:05:14 PM,3/23/2022 8:05:00 PM
76524064,USFS 1078,,,0.006,0.006,16.7,0.3,171,24.1,64,33,13.9,31.0,0,,PM 2.5,3/23/2022 9:05:15 PM,3/23/2022 9:05:00 PM
76525514,USFS 1078,,,0.005,0.001,16.7,0.3,173,23.1,63,34,13.9,29.6,0,,PM 2.5,3/23/2022 10:06:32 PM,3/23/2022 10:07:00 PM
76527391,USFS 1078,,,0.006,0.008,16.7,0.3,173,22.2,63,34,13.9,28.5,0,,PM 2.5,3/23/2022 11:05:13 PM,3/23/2022 11:06:00 PM
76528487,USFS 1078,,,-0.000,0.001,16.7,0.3,175,21.1,64,36,13.9,26.9,0,,PM 2.5,3/24/2022 12:05:13 AM,3/24/2022 12:05:00 AM
76528902,USFS 1078,,,0.002,0.002,16.6,0.3,176,19.7,60,35,14.0,25.2,0,,PM 2.5,3/24/2022 1:05:13 AM,3/24/2022 1:05:00 AM
76529461,USFS 1078,,,0.010,0.012,16.7,0.3,177,18.6,67,39,14.0,24.0,0,,PM 2.5,3/24/2022 2:05:13 AM,3/24/2022 2:05:00 AM
76529878,USFS 1078,,,0.009,0.011,16.7,0.3,174,18.0,71,41,14.0,23.2,0,,PM 2.5,3/24/2022 3:05:14 AM,3/24/2022 3:05:00 AM
76530314,USFS 1078,,,0.015,0.011,16.7,0.3,205,17.3,75,43,14.0,22.7,0,,PM 2.5,3/24/2022 4:05:14 AM,3/24/2022 4:05:00 AM
76530728,USFS 1078,,,-0.002,0.001,16.7,0.3,256,16.3,70,40,14.0,22.2,0,,PM 2.5,3/24/2022 5:05:13 AM,3/24/2022 5:06:00 AM
76531146,USFS 1078,,,0.008,0.007,16.7,0.3,244,15.0,60,35,14.0,21.2,0,,PM 2.5,3/24/2022 6:05:13 AM,3/24/2022 6:05:00 AM
76531556,USFS 1078,,,0.005,0.006,16.7,0.3,221,14.2,61,35,14.0,20.2,0,,PM 2.5,3/24/2022 7:05:13 AM,3/24/2022 7:05:00 AM
76531972,USFS 1078,,,0.004,0.005,16.7,0.3,218,13.9,64,36,14.0,19.9,0,,PM 2.5,3/24/2022 8:05:14 AM,3/24/2022 8:05:00 AM
76532382,USFS 1078,,,0.014,0.011,16.7,0.3,276,12.2,72,39,14.0,18.7,0,,PM 2.5,3/24/2022 9:05:14 AM,3/24/2022 9:05:00 AM
76532999,USFS 1078,,,0.001,0.003,16.7,0.3,289,11.5,73,41,14.0,17.2,0,,PM 2.5,3/24/2022 10:05:13 AM,3/24/2022 10:05:00 AM
76534729,USFS 1078,,,0.008,0.007,16.7,0.3,330,11.6,71,41,13.9,16.8,0,,PM 2.5,3/24/2022 11:05:14 AM,3/24/2022 11:05:00 AM
76536948,USFS 1078,,,0.004,-0.000,16.7,0.3,335,10.8,70,42,13.9,15.8,0,,PM 2.5,3/24/2022 12:05:14 PM,3/24/2022 12:05:00 PM
76538459,USFS 1078,,,-0.002,0.004,16.7,0.3,317,10.6,67,40,13.9,15.6,0,,PM 2.5,3/24/2022 1:05:14 PM,3/24/2022 1:05:00 PM
76539454,USFS 1078,,,-0.002,-0.000,16.7,0.3,330,11.5,59,35,13.9,17.2,0,,PM 2.5,3/24/2022 2:05:13 PM,3/24/2022 2:05:00 PM
76540143,USFS 1078,,,0.001,-0.005,16.7,0.3,324,12.3,55,33,13.9,18.5,0,,PM 2.5,3/24/2022 3:05:13 PM,3/24/2022 3:05:00 PM
76540679,USFS 1078,,,-0.005,0.002,16.7,0.3,107,13.9,48,28,13.9,21.0,0,,PM 2.5,3/24/2022 4:05:13 PM,3/24/2022 4:05:00 PM
76541272,USFS 1078,,,0.003,0.001,16.7,0.3,265,15.7,43,25,13.9,23.5,0,,PM 2.5,3/24/2022 5:05:13 PM,3/24/2022 5:05:00 PM
76541976,USFS 1078,,,0.008,0.002,16.7,0.3,284,17.4,36,20,13.9,25.8,0,,PM 2.5,3/24/2022 6:05:14 PM,3/24/2022 6:06:00 PM
76543010,USFS 1078,,,-0.000,0.008,16.7,0.3,252,18.5,35,19,13.9,27.0,0,,PM 2.5,3/24/2022 7:05:13 PM,3/24/2022 7:05:00 PM
76544120,USFS 1078,,,-0.001,-0.001,16.7,0.3,265,20.2,27,16,13.9,28.8,0,,PM 2.5,3/24/2022 8:05:13 PM,3/24/2022 8:05:00 PM
76545167,USFS 1078,,,0.004,-0.001,16.7,0.3,224,20.9,22,13,13.9,30.4,0,,PM 2.5,3/24/2022 9:05:14 PM,3/24/2022 9:05:00 PM
76546538,USFS 1078,,,0.003,0.003,16.7,0.3,251,20.6,21,12,13.8,31.1,0,,PM 2.5,3/24/2022 10:05:13 PM,3/24/2022 10:05:00 PM
76548424,USFS 1078,,,0.005,0.007,16.7,0.3,202,19.3,22,13,13.9,28.5,0,,PM 2.5,3/24/2022 11:05:13 PM,3/24/2022 11:05:00 PM
76549176,USFS 1078,32.45255,-84.7765,,,,,,,,,,,,13.0,,3/24/2022 11:56:07 PM,3/24/2022 11:56:00 PM
76549339,USFS 1078,,,0.003,0.006,16.7,0.3,207,17.4,26,16,13.9,23.8,0,,PM 2.5,3/25/2022 12:05:14 AM,3/25/2022 12:06:00 AM
76550266,USFS 1078,,,0.012,0.008,16.6,0.3,232,14.3,37,21,14.0,20.2,0,,PM 2.5,3/25/2022 1:05:14 AM,3/25/2022 1:06:00 AM
76551056,USFS 1078,,,0.001,-0.000,16.7,0.3,230,12.1,45,25,14.0,17.4,0,,PM 2.5,3/25/2022 2:05:13 AM,3/25/2022 2:05:00 AM
76551635,USFS 1078,,,0.013,0.015,16.7,0.3,228,11.1,50,27,14.0,15.9,0,,PM 2.5,3/25/2022 3:05:13 AM,3/25/2022 3:05:00 AM
76552203,USFS 1078,,,0.010,0.009,16.7,0.3,201,11.4,51,29,14.0,15.6,0,,PM 2.5,3/25/2022 4:05:13 AM,3/25/2022 4:05:00 AM
76552606,USFS 1078,,,0.017,0.018,16.7,0.3,184,11.8,57,33,14.0,16.2,0,,PM 2.5,3/25/2022 5:05:14 AM,3/25/2022 5:05:00 AM
76553012,USFS 1078,,,0.009,0.008,16.7,0.3,191,10.5,65,36,14.0,15.3,0,,PM 2.5,3/25/2022 6:05:14 AM,3/25/2022 6:05:00 AM
76553436,USFS 1078,,,0.007,0.008,16.7,0.3,194,9.8,70,39,14.0,14.3,0,,PM 2.5,3/25/2022 7:05:14 AM,3/25/2022 7:05:00 AM
76553839,USFS 1078,,,0.009,0.008,16.7,0.3,212,9.1,73,41,13.9,13.8,0,,PM 2.5,3/25/2022 8:05:14 AM,3/25/2022 8:05:00 AM
76554250,USFS 1078,,,0.008,0.007,16.7,0.3,203,8.9,76,42,13.9,13.7,0,,PM 2.5,3/25/2022 9:05:14 AM,3/25/2022 9:05:00 AM
76554873,USFS 1078,,,0.010,0.009,16.7,0.3,193,9.3,74,42,14.0,14.3,0,,PM 2.5,3/25/2022 10:05:14 AM,3/25/2022 10:05:00 AM
76556599,USFS 1078,,,0.014,0.019,16.7,0.3,224,9.6,74,42,14.0,14.5,0,,PM 2.5,3/25/2022 11:05:13 AM,3/25/2022 11:05:00 AM
76558724,USFS 1078,,,0.017,0.015,16.7,0.3,258,9.4,76,43,13.9,14.6,0,,PM 2.5,3/25/2022 12:05:13 PM,3/25/2022 12:06:00 PM
76560132,USFS 1078,,,-0.005,-0.005,16.7,0.5,298,10.6,74,42,13.9,15.3,0,,PM 2.5,3/25/2022 1:05:13 PM,3/25/2022 1:05:00 PM
76560909,USFS 1078,,,-0.004,0.001,16.7,0.9,255,14.3,56,32,13.9,20.2,0,,PM 2.5,3/25/2022 2:05:14 PM,3/25/2022 2:06:00 PM
76561666,USFS 1078,,,0.004,0.009,16.7,1.6,311,16.4,40,22,13.9,24.4,0,,PM 2.5,3/25/2022 3:05:14 PM,3/25/2022 3:05:00 PM
76562556,USFS 1078,,,0.006,0.002,16.7,2.2,311,17.5,32,18,13.9,26.1,0,,PM 2.5,3/25/2022 4:05:14 PM,3/25/2022 4:05:00 PM
76563477,USFS 1078,,,0.004,0.003,16.7,2.0,288,18.5,29,16,13.9,27.3,0,,PM 2.5,3/25/2022 5:05:14 PM,3/25/2022 5:05:00 PM
76564408,USFS 1078,,,0.002,-0.000,16.7,1.8,285,18.8,29,16,13.9,27.7,0,,PM 2.5,3/25/2022 6:05:13 PM,3/25/2022 6:05:00 PM
76565707,USFS 1078,,,0.002,0.002,16.7,0.3,303,18.7,29,16,13.9,27.2,0,,PM 2.5,3/25/2022 7:05:14 PM,3/25/2022 7:05:00 PM
76566834,USFS 1078,,,0.007,0.009,16.7,0.3,286,18.7,29,16,13.9,27.4,0,,PM 2.5,3/25/2022 8:05:14 PM,3/25/2022 8:05:00 PM
76567989,USFS 1078,,,0.001,-0.000,16.7,0.3,309,19.3,28,16,13.9,27.6,0,,PM 2.5,3/25/2022 9:05:14 PM,3/25/2022 9:05:00 PM
76569729,USFS 1078,,,0.007,0.007,16.7,0.3,284,19.1,28,15,13.9,28.0,0,,PM 2.5,3/25/2022 10:05:13 PM,3/25/2022 10:05:00 PM
76571811,USFS 1078,,,0.003,0.002,16.7,0.3,256,18.2,31,17,13.9,26.3,0,,PM 2.5,3/25/2022 11:05:13 PM,3/25/2022 11:06:00 PM
76572686,USFS 1078,,,0.007,0.012,16.7,0.3,253,16.7,35,20,13.9,22.6,0,,PM 2.5,3/26/2022 12:05:14 AM,3/26/2022 12:05:00 AM
76573281,USFS 1078,,,0.007,0.003,16.6,0.3,212,14.5,42,24,14.0,19.9,0,,PM 2.5,3/26/2022 1:05:13 AM,3/26/2022 1:05:00 AM
76573703,USFS 1078,,,0.007,0.003,16.7,0.3,252,12.0,52,28,14.0,17.5,0,,PM 2.5,3/26/2022 2:05:13 AM,3/26/2022 2:05:00 AM
76574177,USFS 1078,,,0.007,0.008,16.7,0.3,282,10.8,56,31,14.0,15.7,0,,PM 2.5,3/26/2022 3:05:13 AM,3/26/2022 3:05:00 AM
76574608,USFS 1078,,,0.015,0.018,16.7,0.3,261,9.7,64,34,14.0,14.5,0,,PM 2.5,3/26/2022 4:05:13 AM,3/26/2022 4:06:00 AM
76575008,USFS 1078,,,0.025,0.023,16.7,0.4,304,8.8,66,37,13.9,13.5,0,,PM 2.5,3/26/2022 5:05:14 AM,3/26/2022 5:05:00 AM
76575414,USFS 1078,,,0.017,0.025,16.7,0.3,249,7.9,71,38,13.9,12.9,0,,PM 2.5,3/26/2022 6:05:14 AM,3/26/2022 6:05:00 AM
76575843,USFS 1078,,,0.054,0.046,16.7,0.3,200,7.5,75,40,13.9,12.4,0,,PM 2.5,3/26/2022 7:05:14 AM,3/26/2022 7:06:00 AM
76576233,USFS 1078,,,0.035,0.036,16.7,0.3,261,6.5,79,41,13.9,11.9,0,,PM 2.5,3/26/2022 8:05:13 AM,3/26/2022 8:05:00 AM
76576668,USFS 1078,,,0.021,0.023,16.7,0.3,203,6.5,80,42,13.9,11.6,0,,PM 2.5,3/26/2022 9:05:13 AM,3/26/2022 9:05:00 AM
76577073,USFS 1078,,,0.031,0.031,16.7,0.3,224,6.1,81,43,13.9,11.3,0,,PM 2.5,3/26/2022 10:05:14 AM,3/26/2022 10:05:00 AM
76577609,USFS 1078,,,0.028,0.027,16.7,0.4,191,5.6,84,44,13.9,10.8,0,,PM 2.5,3/26/2022 11:05:13 AM,3/26/2022 11:05:00 AM
76578280,USFS 1078,,,0.026,0.021,16.7,0.4,190,5.4,85,45,13.8,10.8,0,,PM 2.5,3/26/2022 12:05:14 PM,3/26/2022 12:05:00 PM
76578800,USFS 1078,,,-0.005,-0.005,16.7,0.5,181,8.3,79,42,13.9,13.1,0,,PM 2.5,3/26/2022 1:05:13 PM,3/26/2022 1:05:00 PM
76579278,USFS 1078,,,-0.005,-0.004,16.7,1.3,301,12.4,57,31,13.9,18.6,0,,PM 2.5,3/26/2022 2:05:13 PM,3/26/2022 2:05:00 PM
76579809,USFS 1078,,,-0.005,-0.005,16.7,1.9,320,14.0,39,22,13.9,21.5,0,,PM 2.5,3/26/2022 3:05:13 PM,3/26/2022 3:06:00 PM
76580377,USFS 1078,,,0.007,0.008,16.7,1.9,293,15.7,30,16,13.6,24.5,0,,PM 2.5,3/26/2022 4:05:13 PM,3/26/2022 4:05:00 PM
76580952,USFS 1078,,,0.064,0.083,16.6,1.9,280,16.6,25,13,13.5,25.9,0,,PM 2.5,3/26/2022 5:05:14 PM,3/26/2022 5:05:00 PM
76581479,USFS 1078,,,0.103,0.085,16.7,0.3,271,18.7,22,11,13.4,27.5,0,,PM 2.5,3/26/2022 6:05:14 PM,3/26/2022 6:05:00 PM
76582308,USFS 1078,,,0.016,0.017,16.6,0.3,252,19.6,17,10,13.6,28.9,0,,PM 2.5,3/26/2022 7:05:14 PM,3/26/2022 7:05:00 PM
76582814,USFS 1078,,,0.024,0.023,16.7,0.3,266,20.6,14,9,13.6,29.3,0,,PM 2.5,3/26/2022 8:05:13 PM,3/26/2022 8:05:00 PM
76583405,USFS 1078,,,0.017,0.017,16.7,0.3,261,20.6,13,8,13.8,29.9,0,,PM 2.5,3/26/2022 9:05:13 PM,3/26/2022 9:05:00 PM
76584053,USFS 1078,,,0.003,0.004,16.7,0.3,238,20.2,13,9,13.8,29.3,0,,PM 2.5,3/26/2022 10:05:14 PM,3/26/2022 10:06:00 PM
76584750,USFS 1078,,,0.013,0.015,16.7,0.3,264,18.9,16,10,13.8,27.0,0,,PM 2.5,3/26/2022 11:05:14 PM,3/26/2022 11:06:00 PM
76585137,USFS 1078,32.45256,-84.77652,,,,,,,,,,,,13.0,,3/26/2022 11:56:05 PM,3/26/2022 11:56:00 PM
76585203,USFS 1078,,,0.027,0.027,16.6,0.3,261,17.3,19,12,13.7,23.3,0,,PM 2.5,3/27/2022 12:05:13 AM,3/27/2022 12:05:00 AM
76585619,USFS 1078,,,0.012,0.008,16.7,0.3,208,15.4,24,16,14.0,20.6,0,,PM 2.5,3/27/2022 1:05:13 AM,3/27/2022 1:05:00 AM
76586077,USFS 1078,,,0.005,0.001,16.7,0.3,217,13.3,31,19,14.0,17.9,0,,PM 2.5,3/27/2022 2:05:14 AM,3/27/2022 2:05:00 AM
76586508,USFS 1078,,,0.001,-0.000,16.7,0.3,209,12.5,34,21,14.0,16.3,0,,PM 2.5,3/27/2022 3:06:33 AM,3/27/2022 3:07:00 AM
76586898,USFS 1078,,,0.006,0.008,16.7,0.4,242,11.5,38,23,14.0,15.4,0,,PM 2.5,3/27/2022 4:05:13 AM,3/27/2022 4:05:00 AM
76587336,USFS 1078,,,0.004,0.003,16.7,0.4,264,10.1,43,25,14.0,14.3,0,,PM 2.5,3/27/2022 5:05:13 AM,3/27/2022 5:05:00 AM
76587788,USFS 1078,,,0.018,0.019,16.7,0.4,270,8.8,48,27,14.0,13.2,0,,PM 2.5,3/27/2022 6:05:14 AM,3/27/2022 6:05:00 AM
76588345,USFS 1078,,,0.014,0.017,16.7,0.3,263,7.6,51,28,14.0,12.3,0,,PM 2.5,3/27/2022 7:05:14 AM,3/27/2022 7:05:00 AM
76588778,USFS 1078,,,0.031,0.032,16.7,0.4,263,6.6,58,31,14.0,11.2,0,,PM 2.5,3/27/2022 8:05:13 AM,3/27/2022 8:05:00 AM
76589233,USFS 1078,,,0.035,0.034,16.7,0.3,255,5.4,65,34,14.0,10.3,0,,PM 2.5,3/27/2022 9:05:14 AM,3/27/2022 9:05:00 AM
76589635,USFS 1078,,,0.027,0.032,16.7,0.4,232,4.8,69,36,14.0,9.5,0,,PM 2.5,3/27/2022 10:05:13 AM,3/27/2022 10:05:00 AM
76590076,USFS 1078,,,0.024,0.021,16.7,0.3,288,3.8,74,38,14.0,9.0,0,,PM 2.5,3/27/2022 11:05:14 AM,3/27/2022 11:05:00 AM
76590705,USFS 1078,,,0.008,0.005,16.7,0.4,258,3.9,74,39,14.0,8.7,0,,PM 2.5,3/27/2022 12:05:13 PM,3/27/2022 12:05:00 PM
76591238,USFS 1078,,,-0.005,-0.005,16.7,0.7,176,6.8,65,36,13.9,10.9,0,,PM 2.5,3/27/2022 1:05:14 PM,3/27/2022 1:06:00 PM
76591640,USFS 1078,,,0.006,0.007,16.7,0.9,187,11.2,50,28,13.9,17.0,0,,PM 2.5,3/27/2022 2:05:13 PM,3/27/2022 2:05:00 PM
76592087,USFS 1078,,,0.013,0.008,16.7,1.5,334,14.2,32,19,13.9,21.7,0,,PM 2.5,3/27/2022 3:05:14 PM,3/27/2022 3:05:00 PM
76592507,USFS 1078,,,0.011,0.011,16.7,1.7,319,16.6,24,14,13.8,25.2,0,,PM 2.5,3/27/2022 4:05:13 PM,3/27/2022 4:05:00 PM
76592948,USFS 1078,,,-0.001,0.002,16.7,1.8,314,18.6,21,12,13.8,27.6,0,,PM 2.5,3/27/2022 5:05:13 PM,3/27/2022 5:05:00 PM
76593458,USFS 1078,,,0.003,-0.002,16.7,1.6,314,20.4,20,11,13.8,29.4,0,,PM 2.5,3/27/2022 6:05:13 PM,3/27/2022 6:05:00 PM
76594116,USFS 1078,,,-0.003,0.003,16.7,1.9,305,21.6,19,11,13.8,30.7,0,,PM 2.5,3/27/2022 7:05:13 PM,3/27/2022 7:05:00 PM
76594694,USFS 1078,,,0.006,0.002,16.7,1.7,286,22.2,20,11,13.8,31.6,0,,PM 2.5,3/27/2022 8:05:13 PM,3/27/2022 8:05:00 PM
76595368,USFS 1078,,,0.001,0.001,16.7,1.8,297,22.1,20,11,13.7,32.0,0,,PM 2.5,3/27/2022 9:05:14 PM,3/27/2022 9:05:00 PM
76595963,USFS 1078,,,0.004,0.009,16.7,1.8,275,22.2,20,11,13.7,31.6,0,,PM 2.5,3/27/2022 10:05:14 PM,3/27/2022 10:05:00 PM
76596440,USFS 1078,,,0.010,0.010,16.7,1.2,243,20.8,23,12,13.7,29.9,0,,PM 2.5,3/27/2022 11:05:14 PM,3/27/2022 11:06:00 PM
76596858,USFS 1078,,,0.004,0.003,16.7,0.7,291,18.6,28,14,13.7,26.0,0,,PM 2.5,3/28/2022 12:05:13 AM,3/28/2022 12:05:00 AM
76597285,USFS 1078,,,0.003,0.003,16.6,0.4,295,15.1,37,20,14.0,21.8,0,,PM 2.5,3/28/2022 1:05:13 AM,3/28/2022 1:06:00 AM
76597812,USFS 1078,,,0.007,0.008,16.7,0.6,320,13.7,39,23,14.0,18.5,0,,PM 2.5,3/28/2022 2:05:13 AM,3/28/2022 2:05:00 AM
76598441,USFS 1078,,,0.017,0.015,16.7,0.4,301,11.8,45,25,14.0,16.7,0,,PM 2.5,3/28/2022 3:05:13 AM,3/28/2022 3:05:00 AM
76599041,USFS 1078,,,0.014,0.023,16.7,0.5,272,10.9,47,27,14.0,15.6,0,,PM 2.5,3/28/2022 4:05:13 AM,3/28/2022 4:05:00 AM
76599582,USFS 1078,,,0.084,0.085,16.7,1.5,348,12.5,36,24,13.9,15.8,0,,PM 2.5,3/28/2022 5:05:14 AM,3/28/2022 5:05:00 AM
76600001,USFS 1078,,,0.043,0.041,16.7,0.7,15,10.8,47,24,13.8,15.9,0,,PM 2.5,3/28/2022 6:05:14 AM,3/28/2022 6:05:00 AM
76600420,USFS 1078,,,0.017,0.016,16.7,0.6,297,9.1,51,26,13.8,14.6,0,,PM 2.5,3/28/2022 7:05:13 AM,3/28/2022 7:05:00 AM
76600829,USFS 1078,,,0.013,0.012,16.7,0.6,294,7.5,61,29,13.8,13.4,0,,PM 2.5,3/28/2022 8:05:13 AM,3/28/2022 8:05:00 AM
76601239,USFS 1078,,,0.019,0.022,16.7,0.3,306,6.4,63,30,13.8,12.6,0,,PM 2.5,3/28/2022 9:05:14 AM,3/28/2022 9:05:00 AM
76601677,USFS 1078,,,0.024,0.016,16.7,0.3,106,5.0,74,32,13.8,11.8,0,,PM 2.5,3/28/2022 10:05:13 AM,3/28/2022 10:05:00 AM
76603092,USFS 1078,,,0.014,0.018,16.7,0.4,281,4.9,76,34,13.8,11.2,0,,PM 2.5,3/28/2022 11:05:14 AM,3/28/2022 11:05:00 AM
76604906,USFS 1078,,,0.016,0.017,16.7,0.3,287,4.3,80,35,13.8,10.8,0,,PM 2.5,3/28/2022 12:05:13 PM,3/28/2022 12:05:00 PM
76606497,USFS 1078,,,-0.005,-0.005,16.7,0.3,95,6.8,76,34,13.8,12.7,0,,PM 2.5,3/28/2022 1:05:14 PM,3/28/2022 1:06:00 PM
76607302,USFS 1078,,,-0.005,-0.005,16.7,1.1,43,11.9,44,24,13.8,18.4,0,,PM 2.5,3/28/2022 2:05:13 PM,3/28/2022 2:05:00 PM
76608281,USFS 1078,,,0.010,0.011,16.6,1.4,356,14.7,29,16,13.7,23.2,0,,PM 2.5,3/28/2022 3:05:13 PM,3/28/2022 3:05:00 PM
76609204,USFS 1078,,,0.087,0.086,16.7,1.2,154,17.3,26,14,13.8,26.8,0,,PM 2.5,3/28/2022 4:05:15 PM,3/28/2022 4:05:00 PM
76610111,USFS 1078,,,0.030,0.026,16.6,1.3,256,19.6,24,12,13.8,29.7,0,,PM 2.5,3/28/2022 5:05:15 PM,3/28/2022 5:05:00 PM
76610825,USFS 1078,,,0.001,0.001,16.7,1.5,280,21.5,21,12,13.9,31.0,0,,PM 2.5,3/28/2022 6:05:14 PM,3/28/2022 6:05:00 PM
76611696,USFS 1078,,,0.004,0.011,16.7,1.7,202,22.6,22,13,13.9,31.7,0,,PM 2.5,3/28/2022 7:05:13 PM,3/28/2022 7:05:00 PM
76612514,USFS 1078,,,0.007,0.001,16.7,1.5,293,23.6,22,12,13.9,32.9,0,,PM 2.5,3/28/2022 8:05:13 PM,3/28/2022 8:05:00 PM
76613562,USFS 1078,,,0.007,0.011,16.7,1.5,251,24.1,23,13,13.9,33.9,0,,PM 2.5,3/28/2022 9:05:13 PM,3/28/2022 9:05:00 PM
76614799,USFS 1078,,,0.009,0.010,16.7,1.3,255,24.2,24,13,13.9,34.4,0,,PM 2.5,3/28/2022 10:05:14 PM,3/28/2022 10:05:00 PM
76616548,USFS 1078,,,0.011,0.006,16.7,1.0,241,23.2,28,15,13.9,32.2,0,,PM 2.5,3/28/2022 11:05:14 PM,3/28/2022 11:05:00 PM
76617531,USFS 1078,32.45257,-84.7765,,,,,,,,,,,,12.9,,3/28/2022 11:56:06 PM,3/28/2022 11:56:00 PM
76617659,USFS 1078,,,0.010,0.014,16.7,0.4,238,20.5,36,19,13.9,27.9,0,,PM 2.5,3/29/2022 12:05:15 AM,3/29/2022 12:05:00 AM
76618170,USFS 1078,,,0.062,0.119,16.6,0.6,317,17.4,46,24,14.0,23.6,0,,PM 2.5,3/29/2022 1:05:14 AM,3/29/2022 1:05:00 AM
76618576,USFS 1078,,,0.233,0.182,16.7,1.2,356,16.5,45,26,13.9,21.1,0,,PM 2.5,3/29/2022 2:05:13 AM,3/29/2022 2:05:00 AM
76618995,USFS 1078,,,0.017,0.014,16.7,0.9,18,15.0,48,27,13.9,19.9,0,,PM 2.5,3/29/2022 3:05:13 AM,3/29/2022 3:05:00 AM
76619405,USFS 1078,,,0.023,0.026,16.7,0.4,358,12.5,57,29,13.9,18.2,0,,PM 2.5,3/29/2022 4:05:13 AM,3/29/2022 4:05:00 AM
76619819,USFS 1078,,,0.016,0.017,16.7,0.4,352,11.4,60,31,13.9,16.8,0,,PM 2.5,3/29/2022 5:05:14 AM,3/29/2022 5:05:00 AM
76620223,USFS 1078,,,0.041,0.045,16.7,0.3,345,10.0,68,33,13.9,15.7,0,,PM 2.5,3/29/2022 6:05:14 AM,3/29/2022 6:05:00 AM
76620656,USFS 1078,,,0.018,0.010,16.7,0.4,17,8.7,74,36,13.9,14.6,0,,PM 2.5,3/29/2022 7:05:13 AM,3/29/2022 7:05:00 AM
76621059,USFS 1078,,,0.055,0.067,16.7,0.3,270,8.6,73,36,13.9,14.3,0,,PM 2.5,3/29/2022 8:05:13 AM,3/29/2022 8:05:00 AM
76621466,USFS 1078,,,0.052,0.044,16.7,0.3,337,7.2,80,37,13.8,13.8,0,,PM 2.5,3/29/2022 9:05:14 AM,3/29/2022 9:05:00 AM
